lang_pair,source,reference,deepl,produced_from,inner_id,spatial_sense,error_type
en_pt_br,"They discovered that adult cells, taken from you and me, could be reprogrammed back into embryonic-like cells, which they termed IPS cells, or induced pluripotent stem cells.","Eles descobriram que células adultas, retiradas de você ou de mim, poderiam ser reprogramadas para voltarem a ser células-tronco embrionárias, as quais eles denominaram células IPS, ou 'células-tronco pluripotentes induzidas'.","Eles descobriram que as células adultas, retiradas de você e de mim, poderiam ser reprogramadas de volta para células semelhantes às embrionárias, o que eles chamaram de células IPS, ou células-tronco pluripotentes induzidas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,17471,Into(3),an
en_pt_br,"And they do it secretly through misinformation and ambiguities and irrelevancies, trying to cause everyone to think more deeply.","E ele faz isso em segredo através de informações incorretas e ambiguidades e irrelevâncias, tentando fazer com que todos pensem mais.","E eles fazem isso secretamente por meio de desinformação, ambiguidades e irrelevâncias, tentando fazer com que todos pensem mais profundamente.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,18009,Through(5),cc
en_pt_br,"Imagine a big explosion as you climb through 3,000 ft.",Imaginem uma grande explosão ao subir a 3 mil pés.,Imagine uma grande explosão ao subir 3.000 pés de altitude.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,18458,Through(5),cc
en_pt_br,"All of our feelings of security about those diseases come from models given to us, really, by science filtered through the media.",Todas as nossas sensações de segurança a respeito dessas doenças surgem de modelos que certamente nos são dados pela ciência filtrada pela mídia.,"Todos os nossos sentimentos de segurança em relação a essas doenças vêm de modelos que nos foram dados, na verdade, pela ciência filtrada pela mídia.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,18777,Through(5),cc
en_pt_br,"And what we've found is through genetic engineering, we can actually increase the efficiencies of these solar cells to record numbers for these types of dye-sensitized systems.","E o que nós descobrimos é que, através da engenharia genética, nós podemos realmente aumentar a eficiência destas células fotoelétricas para gravar números para estes tipos de sistemas sensibilizados por corantes.","E o que descobrimos é que, por meio da engenharia genética, podemos realmente aumentar a eficiência dessas células solares para números recordes para esses tipos de sistemas sensibilizados por corantes.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,19123,Through(5),cc
en_pt_br,"When the wind is blowing, any excess energy coming from the windmill is diverted into the battery.",Quando o vento está soprando qualquer excesso de energia vindo do moinho de vento é direcionado para a bateria.,"Quando o vento está soprando, qualquer excesso de energia proveniente do moinho de vento é desviado para a bateria.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,19281,Into(1),cc
en_pt_br,"Whenever current flows through the coil, this becomes an electromagnet.",Quando a corrente flui através da bobina ela se converte em um eletroímã.,"Sempre que a corrente flui pela bobina, ela se torna um eletroímã.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,19430,Through(1),cc
en_pt_br,"Through that and through human rights groups, we were brought together with several other victims' families.","Através disto e através dos grupos de direitos humanos, nós nos juntamos com muitas outras famílias de vítimas.","Por meio disso e de grupos de direitos humanos, nos reunimos com várias outras famílias de vítimas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,19527,Through(5),cc
en_pt_br,What is interesting today is that real time control systems are starting to enter into our lives.,O interessante hoje é que sistemas de controle em tempo real estão começando a invadir nossas vidas.,O que é interessante hoje é que os sistemas de controle em tempo real estão começando a entrar em nossas vidas.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,19711,Into(3),cc
en_pt_br,"This year, unfortunately the lakebed's turned into an absolute cracked dry bed.","Este ano, infelizmente o leito do lago transformou em um leito seco e totalmente rachado.","Este ano, infelizmente, o leito do lago se transformou em um leito seco absolutamente rachado.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,20269,Into(3),cc
en_pt_br,"So now let's just quickly jump into the MoMA, again in New York.","Então agora vamos rapidamente entrar no MoMA, de novo em Nova York.","Então, agora vamos dar um salto rápido para o MoMA, novamente em Nova York.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,20703,Into(3),ie
en_pt_br,"And that could be translated into ""mey meen,"" which is the old Dravidian name for the planet Saturn.","E ele poderia ser traduzido como ""mey meen"" que é o antigo nome dravídico para o planeta Saturno.","E isso pode ser traduzido como ""mey meen"", que é o antigo nome dravidiano para o planeta Saturno.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,25149,Into(3),cc
en_pt_br,What happens when you have your wok cut in half is the oil goes down into the fire and whoosh!,O que acontece quando você corta seu tacho ao meio é que o óleo vai para o fogo e vuff!!,O que acontece quando você corta sua wok ao meio é que o óleo desce para o fogo e pronto!,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,25520,Into(3),wl
en_pt_br,"And the situation is that a car full of paramedics on their way home from the hospital after work have run across the wreckage, and they've advised the police that there were no survivors inside the car, that the driver's dead, that I'm dead.","E a situação é que um carro cheio de paramédicos no seu caminho de volta para o hospital depois do trabalho passaram pelos destroços, e eles avisaram a polícia que não havia sobreviventes dentro do carro, que o motorista estava morto, que eu estava morto.","E a situação é que um carro cheio de paramédicos que voltava do hospital para casa depois do trabalho se deparou com os destroços e avisou à polícia que não havia sobreviventes dentro do carro, que o motorista estava morto e que eu estava morto.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,25710,Across(5),cc
en_pt_br,"Here's somebody, what they did as they went through cognitive training at ages seven and 11.","Aqui alguém, o que ele fez quando passou pelo treinamento cognitivo nas idades de sete e 11 anos.","Aqui está alguém, o que eles fizeram enquanto passavam pelo treinamento cognitivo aos 7 e 11 anos de idade.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,25817,Through(5),cc
en_pt_br,"I won't go into the intrascatter that's in the subtests, but they still had a neurologic issue.","Eu não irei para os sub testes, mas eles ainda tinham um problema neurológico.","Não entrarei em detalhes sobre a intrascatter que está nos subtestes, mas eles ainda tinham um problema neurológico.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,25820,Into(3),un
en_pt_br,"Moonlighting as a stand-up comedian for the past eight years, I understand the importance of cultural competency, which I define as the ability to translate what you want someone else to know or be able to do into communication or experiences that they find relevant and engaging.","Ao fazer bico como comediante nos últimos oito anos, eu entendi a importância da competência cultural, a qual eu defino como a habilidade de traduzir o que você quer que as pessoas saibam ou façam em comunicação ou experiências relevantes e envolventes para elas.","Como comediante de stand-up nos últimos oito anos, entendo a importância da competência cultural, que defino como a capacidade de traduzir o que você quer que outra pessoa saiba ou seja capaz de fazer em comunicação ou experiências que ela considere relevantes e envolventes.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,25955,Into(3),cc
en_pt_br,"So if we're serious about helping black boys and other children to read when it's not required, we need to incorporate relevant male reading models into early literacy and exchange some of the children's books that adults love so much for funny, silly or even gross books, like ""Gross Greg"".","Então, se estamos falando sério em ajudar as crianças a ler quando não for exigido, precisamos incorporar modelos de leitura relevantes no início da alfabetização e trocar alguns livros infantis que os adultos amam por livros engraçados, bobos ou até nojentos como o ""Gross Greg"".","Portanto, se quisermos realmente ajudar os meninos negros e outras crianças a ler quando isso não for necessário, precisamos incorporar modelos de leitura masculinos relevantes na alfabetização precoce e trocar alguns dos livros infantis que os adultos tanto amam por livros engraçados, bobos ou até mesmo nojentos, como ""Gross Greg"".",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,25983,Into(3),wl
en_pt_br,She came out of the station and into a phone box nearby.,Saiu da estação e entrou numa cabine telefônica próxima.,Ela saiu da estação e entrou em uma cabine telefônica próxima.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,26050,Into(1),cc
en_pt_br,Because the Internet and connection technologies are connecting them across the world.,Porque a Internet e as tecnologias de conexão estão ligando-os por todo o mundo.,Porque a Internet e as tecnologias de conexão estão conectando-os em todo o mundo.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,26335,Across(4),cc
en_pt_br,"And you can see at the top of the screen, there's a centipede scrolling across your computer when you get infected by this one.","Vocês podem ver no alto da tela, uma centopéia andando pelo computador quando vocês são infectados por ela.",E você pode ver na parte superior da tela que há uma centopeia rolando pelo seu computador quando você é infectado por ela.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,26844,Across(2),cc
en_pt_br,"Yes, there's a guy walking across your screen once you get infected.","Sim, aparece um cara caminhando pela tela assim que se é infectado.","Sim, há um cara andando pela sua tela quando você é infectado.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,26849,Across(2),cc
en_pt_br,And the magic and the horror of that is that the same math that you use to break up the big thing into a million little things can be used to find a million little things and sew them back together and figure out what's actually happening in the market.,"E a mágica e o horror disso é que a mesma matemática que se usa para partir a coisa grande em milhões de coisinhas pode ser usada para encontrar um milhão de coisinhas e as emendar, todas juntas novamente e entender o que realmente está acontecendo no mercado.",E a mágica e o horror disso é que a mesma matemática que você usa para dividir a grande coisa em um milhão de pequenas coisas pode ser usada para encontrar um milhão de pequenas coisas e costurá-las novamente e descobrir o que realmente está acontecendo no mercado.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,27134,Into(3),cc
en_pt_br,And so Netflix has gone through several different algorithms over the years.,"A Netflix analisou, ao longo dos anos, vários algoritmos diferentes.","Assim, a Netflix passou por vários algoritmos diferentes ao longo dos anos.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,27161,Through(5),cc
en_pt_br,"In the fourth act, with our hubris, our overconfidence developing, we invaded Iraq and Afghanistan, and in the fifth act, we plunged into a humiliating mess.","No quarto ato, com nossa arrogância e nosso excesso de confiança crescendo, invadimos o Iraque e o Afeganistão. E no quinto ato, nos metemos numa humilhante confusão.","No quarto ato, com nossa arrogância, nosso excesso de confiança se desenvolvendo, invadimos o Iraque e o Afeganistão e, no quinto ato, mergulhamos em uma confusão humilhante.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,27280,Into(1),ie
en_pt_br,"When I walked across Afghanistan, I stayed with people like this.","Quando atravessei o Afeganistão a pé, fiquei em casas de pessoas como esta.","Quando atravessei o Afeganistão, fiquei com pessoas como essas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,27316,Across(2),cc
en_pt_br,"But it's sublinear, and what that translates into is that, if you double the size of the organism, you actually only need 75 percent more energy.","Mas é sublinear, e significa que, se duplicarmos o tamanho do organismo, na verdade só precisaremos de mais 75% de energia.","Mas é sublinear, e isso significa que, se você dobrar o tamanho do organismo, na verdade só precisará de 75% mais energia.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,27514,Into(3),cc
en_pt_br,"Alright, I want to tell you how I got my superpowers through fatherhood.",Vou contar a vocês como eu adquiri superpoderes com a paternidade.,"Muito bem, quero lhes contar como obtive meus superpoderes por meio da paternidade.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,27613,Through(5),cc
en_pt_br,"But if you leave children alone, they'll get into just a little bit of mischief.","Mas se deixarmos uma criança sozinha, ela vai aprontar um pouquinho.","Mas se você deixar as crianças sozinhas, elas farão algumas travessuras.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,27663,Into(3),an
en_pt_br,But then they turn into stomps.,Mas então se tornam em pisões.,Mas depois eles se transformaram em pisões.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,27720,Into(3),cc
en_pt_br,And the light goes through that hole.,E a luz passa através daquele orifício.,E a luz passa por esse buraco.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,28457,Through(1),cc
en_pt_br,It arrived like a speeding bird smashing into a windowpane.,Ele chegou como um pássaro em alta velocidade chocando-se contra uma vidraça.,Chegou como um pássaro em alta velocidade batendo em uma vidraça.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,28791,Into(2),cc
en_pt_br,"When this district attorney of 30 years stepped down, the eyewitnesses from McKinley's case came forward and said that they had been pressured into testifying by the district attorneys, pressure which included the threat of jail time.","Quando este promotor há 30 anos no cargo saiu, as testemunhas oculares do caso McKinley se apresentaram e disseram terem sido pressionadas pelos promotores a testemunhar, pressão que incluiu ameaça de prisão.","Quando esse promotor público de 30 anos deixou o cargo, as testemunhas oculares do caso de McKinley se apresentaram e disseram que haviam sido pressionadas a depor pelos promotores públicos, pressão que incluía a ameaça de prisão.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,28919,Into(2),cc
en_pt_br,And we're going to continue being clueless going into this very difficult future that we face.,E vamos continuar completamente cegos para enfrentar este futuro muito difícil que enfrentamos.,E vamos continuar sem saber o que fazer nesse futuro muito difícil que temos pela frente.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,29796,Into(2),cc
en_pt_br,"Through inspired local leadership, they launched a peaceful resistance campaign to stop that from happening.","Através de uma inspirada liderança local, eles lançaram uma campanha de resistência pacífica para impedir que isto acontecesse.","Por meio de uma liderança local inspirada, eles lançaram uma campanha de resistência pacífica para impedir que isso acontecesse.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,30076,Through(5),cc
en_pt_br,"And if we can translate that into our built environment, then there's some exciting potential for the way that we build things.","E se pudermos traduzi-los em nosso ambiente de construção, teremos um potencial interessante para o modo como nós construímos.","E se pudermos traduzir isso em nosso ambiente construído, então há um potencial interessante para a maneira como construímos as coisas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,30147,Into(3),cc
en_pt_br,"And early in the morning, I went into the ward.","E de manhã cedo, entrei na enfermaria.","E, de manhã cedo, fui para a enfermaria.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,30214,Into(1),sp
en_pt_br,"If we could get evolution into the material world, then I propose we should have a general theory of evolution.","Se pudessemos trazer a evolução para o mundo material, então eu proponho que deveriamos ter uma teoria geral da evolução.","Se pudermos levar a evolução para o mundo material, proponho que tenhamos uma teoria geral da evolução.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,30564,Into(3),co
en_pt_br,That really involves designing behaviors and personality into products.,Isso realmente envolve projetar comportamentos e personalidade em produtos.,Isso realmente envolve a criação de comportamentos e personalidades nos produtos.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,30683,Into(3),cc
en_pt_br,"I was drawn by their sense of personal conviction and their life of service, and opted for baptism into the Christian faith as my 10th birthday present.","Fui atraída pela convicção pessoal e pela dedicação dessas pessoas, e escolhi ser batizada na fé cristã como presente de aniversário de dez anos.","Fui atraído por seu senso de convicção pessoal e sua vida de serviço, e optei pelo batismo na fé cristã como meu presente de aniversário de 10 anos.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,30962,Into(3),cc
en_pt_br,"As an accomplished computer user, what Dimitry did was to transfer the gangster capitalism of his hometown onto the Worldwide Web.","Como um hábil usuário de computadores, o que Dimitri fez foi transferir o capital de gangsters de sua cidade natal para a web no mundo inteiro.","Como um exímio usuário de computador, o que Dimitry fez foi transferir o capitalismo gangster de sua cidade natal para a Web mundial.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,31140,Onto(3),cc
en_pt_br,"So now what we do is take a genome, we make maybe 50 copies of it, we cut all those copies up into little 50-base reads, and then we sequence them, massively parallel.","O que fazemos agora é pegar um genoma, fazemos talvez 50 cópias dele, cortamos essas cópias em trechos de até 50 bases, e os sequenciamos intensamente em paralelo.","Então, agora, o que fazemos é pegar um genoma, fazer talvez 50 cópias dele, cortar todas essas cópias em pequenas leituras de 50 bases e sequenciá-las, em paralelo em massa.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,31286,Into(3),cc
en_pt_br,"This person studies all the ""arghs,"" from one through eight A's.","Esta pessoa estudou todos os ""ais"", de 1 até 8 'A's.","Essa pessoa estuda todos os ""arghs"", de um a oito A's.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,31874,Through(3),un
en_pt_br,"However cancer is constrained by living inside our bodies, and its continued growth, its spreading through our bodies and eating away at our tissues, leads to the death of the cancer patient and also to the death of the cancer itself.","Entretanto o câncer é restringido porque vive dentro de nossos corpos, e seu crescimento contínuo, seu espalhar-se por nossos corpos alimentando-se de nossos tecidos conduz à morte o paciente com câncer e também à morte o próprio câncer.","No entanto, o câncer é limitado por viver dentro de nossos corpos, e seu crescimento contínuo, sua disseminação através de nossos corpos e a devastação de nossos tecidos levam à morte do paciente com câncer e também à morte do próprio câncer.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,31972,Through(1),po
en_pt_br,"Within a few minutes, she went into cardiac collapse.","Dentro de poucos minutos, ela teve um colapso cardíaco.","Em poucos minutos, ela entrou em colapso cardíaco.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,32299,Into(3),cc
en_pt_br,I've gotten into some trouble in Silicon Valley for saying that the patient in the bed has almost become an icon for the real patient who's in the computer.,Tive alguns problemas no Vale do Silicio por dizer que o paciente na cama tinha se tornado um ícone porque o paciente real é o que está no computador.,Tive alguns problemas no Vale do Silício por dizer que o paciente na cama quase se tornou um ícone do verdadeiro paciente que está no computador.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,32372,Into(3),cc
en_pt_br,The iPatient is getting wonderful care all across America.,O iPaciente está tendo um tratamento maravilhoso em toda a América.,O iPatient está recebendo um atendimento maravilhoso em toda a América.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,32375,Across(4),cc
en_pt_br,"I always begin with the pulse, then I examine the hands, then I look at the nail beds, then I slide my hand up to the epitrochlear node, and I was into my ritual.","Sempre começo com o pulso, então examino as mãos, então olho as unhas, então deslizo a mão pelos nódulos do cotovelo, e eu estava no meu ritual.","Sempre começo com o pulso, depois examino as mãos, depois olho para os leitos das unhas, depois deslizo a mão até o nódulo epitroclear e entro em meu ritual.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,32419,Into(3),cc
en_pt_br,And the business organizations thought we were onto something in terms of a way of preparing children much better for real-life work today.,E as organizações empresariais acharam que tínhamos algo interessante em termos de um preparo muito melhor das crianças para trabalhos da vida real dos dias de hoje.,E as organizações empresariais achavam que estávamos no caminho certo em termos de uma maneira de preparar as crianças muito melhor para o trabalho na vida real hoje em dia.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,32495,Onto(3),cc
en_pt_br,"And I was thinking, how many terrorists could I possibly play before turning into one myself?","E eu pensava, quantos papéis de terrorista devo fazer antes de me tornar um?",E eu estava pensando: quantos terroristas eu poderia interpretar antes de me transformar em um?,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,32536,Into(3),an
en_pt_br,"It was graded one through four, number two being the ideal hardness for general use.","Foram classificados de um a quatro, o número dois sendo o de uso ideal para tarefas gerais.","Ele foi classificado de um a quatro, sendo o número dois a dureza ideal para uso geral.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,32832,Through(5),wl
en_pt_br,"It was decorative when it first started, just something pretty sewn onto your clothes.","Era uma peça decorativa quando apareceu, apenas um item bonito costurado nas suas roupas.","No início, era decorativo, apenas algo bonito costurado em suas roupas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,32923,Onto(2),cc
en_pt_br,"So through some of the hottest topics on microblogging, we can see what young people care most about.","Então através dos tópicos mais comentados nos microblogs, podemos ver com o que se preocupam os jovens.","Assim, por meio de alguns dos tópicos mais quentes do microblogging, podemos ver com o que os jovens mais se importam.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,33253,Through(5),co
en_pt_br,And the first picture showed us that a truck caging 500 homeless and kidnapped dogs for food processing was spotted and stopped on the highway with the whole country watching through microblogging.,"E a primeira foto nos mostra que esse caminhão carregando 500 cães, abandonados e sequestrados, para processamento alimentar foi flagrado e parado na rodovia com todo o país observando via microblog.",E a primeira foto nos mostrou que um caminhão que enjaulava 500 cães sem-teto e sequestrados para processamento de alimentos foi visto e parado na rodovia com o país inteiro assistindo por meio de microblogs.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,33278,Through(5),cc
en_pt_br,I believe that human beings have the power to turn situations of poverty into those of wealth and prosperity.,Acredito que os seres humanos têm o poder de transformar situações de pobreza em riqueza e prosperidade.,Acredito que os seres humanos têm o poder de transformar situações de pobreza em situações de riqueza e prosperidade.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,33496,Into(3),cc
en_pt_br,"They toiled with rolled-up sleeves, with their hands deep in debt, they plowed ahead, growing their dreams into reality.","Eles labutaram de mangas arregaçadas, afundados em dívidas, eles seguiram em frente, tornando seus sonhos realidade.","Eles trabalharam com as mangas arregaçadas, com as mãos cheias de dívidas, e seguiram em frente, transformando seus sonhos em realidade.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,33512,Into(3),an
en_pt_br,"So when you go home and you walk through your front door, take a second and ask yourselves, ""Could I do with a little life editing?","Então quando forem para casa e cruzarem a porta da frente, parem um tempo e se perguntem: ""Será que eu poderia editar um pouco a minha vida?","Portanto, quando chegarem em casa e entrarem pela porta da frente, parem um segundo e perguntem a si mesmos: ""Será que eu poderia editar um pouco a vida?",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,33604,Through(3),cc
en_pt_br,"This goes into the more sophisticated part of our process, and the really hard work, multi-step separation process begins.","Isso vai para a parte mais sofisticada de nosso processo, e a parte realmente difícil, o processo de separação em etapas, começa.","Isso entra na parte mais sofisticada do nosso processo e começa o trabalho realmente árduo, o processo de separação em várias etapas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,33823,Into(3),cc
en_pt_br,They would literally walk across the street.,"Literalmente atravessavam a rua, para outra calçada.",Eles literalmente atravessavam a rua.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,33983,Across(2),cc
en_pt_br,"But you can see here, the bottles that were supposedly being thrown at police were turned into bricks by the time they reached this edition of the newspaper.","Mas vocês podem ver aqui, as garrafas que supostamente foram jogadas contra a polícia se transformaram em tijolos no momento em que chegaram a essa edição do jornal.","Mas, como se pode ver aqui, as garrafas que supostamente estavam sendo atiradas contra a polícia foram transformadas em tijolos quando chegaram a esta edição do jornal.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,34309,Into(3),cc
en_pt_br,"He'd gone onto his laptop, he typed in the flight number.",Ele foi até seu computador e digitou o número do voo.,Ele foi para o laptop e digitou o número do voo.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,34408,Onto(3),po
en_pt_br,"But citizen journalism and this technology has inserted a new layer of accountability into our world, and I think that's a good thing.",Mas o jornalismo cidadão e essa tecnologia têm inserido uma nova camada de responsabilidade em nosso mundo. Acho que isso é bom.,"Mas o jornalismo cidadão e essa tecnologia inseriram uma nova camada de responsabilidade em nosso mundo, e acho que isso é bom.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,34453,Into(3),cc
en_pt_br,"I mean, why not utilize this technology, which massively broadens the boundaries of what's possible, accept that many of the things that happen in our world now go recorded, and we can obtain that information through social media?","Quero dizer, por que não utilizar essa tecnologia, que amplia massivamente os limites do que é possível, aceita que muito do que acontece em nosso mundo agora seja gravado, e podemos obter essas informações por meio da rede social?","Quero dizer, por que não utilizar essa tecnologia, que amplia enormemente os limites do que é possível, aceitar que muitas das coisas que acontecem em nosso mundo agora são registradas e que podemos obter essas informações por meio da mídia social?",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,34455,Through(5),cc
en_pt_br,This is just the bit that protrudes into our physical dimension.,Isto é só a porção que sobressai em nossa dimensão física.,Esta é apenas a parte que se projeta em nossa dimensão física.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,34594,Into(3),cc
en_pt_br,I'm getting terribly excited as my mind and my eyes flick across these things.,Estou ficando incrivelmente entusiasmado enquanto minha mente e meus olhos passam por coisas assim.,Estou ficando muito empolgado enquanto minha mente e meus olhos passam por essas coisas.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,34604,Into(2),cc
en_pt_br,There are going to be times when someone makes one expression while masking another that just kind of leaks through in a flash.,em que alguém faz uma expressão enquanto esconde outra que vaza por um instante.,Haverá momentos em que alguém fará uma expressão enquanto mascara outra que simplesmente vaza em um piscar de olhos.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,35094,Through(5),cc
en_pt_br,"If you're cremated, all those toxins I mentioned are released into the atmosphere.","Se você é cremado, todas aquelas toxinas que mencionei são liberadas na atmosfera.","Se você for cremado, todas as toxinas que mencionei são liberadas na atmosfera.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,35175,Into(1),cc
en_pt_br,"Once it's completed, I plan to integrate the Infinity Mushrooms into a number of objects.","Assim que estiver pronto, planejo integrar o Cogumelo Infinito em um certo número de objetos.","Quando estiver concluído, planejo integrar os Infinity Mushrooms em vários objetos.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,35202,Into(3),cc
en_pt_br,"But in a world where energy is freed and transmittable easily and cheaply, we can take any water wherever we are and turn it into whatever we need.","Mas em um mundo onde a energia é liberada e transmissível fácil e barata, nós podemos obter água onde quer que estejamos e transformá-la no que quer que precisemos.","Mas em um mundo em que a energia é liberada e transmissível de forma fácil e barata, podemos pegar qualquer água onde quer que estejamos e transformá-la no que precisarmos.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,35506,Into(3),cc
en_pt_br,And I have a hunch that bringing art into an AI research process is a way to do just that.,E tenho a impressão que trazer a arte para o processo de pesquisa em IA é a forma de fazer isso.,E eu tenho um palpite de que trazer a arte para um processo de pesquisa de IA é uma maneira de fazer exatamente isso.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,35634,Into(3),co
en_pt_br,"Because sounds from the outside world have to travel through the mother's abdominal tissue and through the amniotic fluid that surrounds the fetus, the voices fetuses hear, starting around the fourth month of gestation, are muted and muffled.","Pelo fato de os sons do mundo exterior entrarem pelo tecido abdominal da mãe e pelo líquido amniótico que envolve o feto, as vozes que os fetos ouvem, começando pelo quarto mês de gestação, são bastante abafadas.","Como os sons do mundo exterior precisam atravessar o tecido abdominal da mãe e o líquido amniótico que envolve o feto, as vozes que os fetos ouvem, a partir do quarto mês de gestação, são silenciosas e abafadas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,41047,Through(3),cc
en_pt_br,Run it through the separator and you're ready to use it.,Passe-o pelo separador e está pronto para uso.,Passe-os pelo separador e você estará pronto para usá-los.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,57593,Through(5),cc
en_pt_br,"And as we have watched women conquer breast cancer through the breast cancer campaign, this is what we need to do now with heart.",E na medida em que assistimos as mulheres combatendo o câncer de mama através das campanhas de combate ao câncer de mama isto é o que precisamos fazer agora em relação ao coração,"E como vimos as mulheres vencerem o câncer de mama por meio da campanha contra o câncer de mama, é isso que precisamos fazer agora com o coração.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,57749,Into(3),cc
en_pt_br,"It's this combination of liquid metal, molten salt and high temperature that allows us to send high current through this thing.","É está combinação de metal líquido, sal derretido e alta temperatura que nos permite mandar alta corrente por esta coisa.","É essa combinação de metal líquido, sal fundido e alta temperatura que nos permite enviar alta corrente através dessa coisa.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,58656,Through(1),cc
en_pt_br,"Because I think, as well as the awe of looking at that, I'm sure some people here are thinking, technology catches up so quick, how long is it before some crazed geek with a little remote control flies one through a window of the White House?","(Risadas) Porque acho, assim como nos maravilhamos olhando para isso, tenho certeza de que algumas pessoas aqui estão pensando, tecnologia se aprende tão rápido, quanto tempo demora até que um 'geek' amalucado com um pequeno controle remoto faça um voar pela janela da Casa Branca?","Porque eu acho que, além da admiração de ver isso, tenho certeza de que algumas pessoas aqui estão pensando: a tecnologia se atualiza tão rapidamente, quanto tempo levará até que algum nerd maluco com um pequeno controle remoto jogue um avião pela janela da Casa Branca?",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,58917,Through(3),cc
en_pt_br,"Two months later, both of those villages fell into another war.","Dois meses depois, essas duas vilas entraram novamente em guerra.","Dois meses depois, esses dois vilarejos caíram em outra guerra.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,58964,Into(3),ie
