lang_pair,source,reference,mixtral,inner_id,produced_from,spatial_sense,error_type
en_pt_br,"The choreographer, Toby Sedgwick, invented a beautiful sequence where the baby horse, which was made out of sticks and bits of twigs, grew up into the big horse.","O coreógrafo, Toby Sedgwick, inventou uma linda sequência onde o potrinho, que era feito de varas e pedaços de galhos cresceu e se tornou o grande cavalo.","O coreógrafo, Toby Sedgwick, inventou uma linda sequência em que o potro, feito de varas e pedaços de raminhos, cresceu até se tornar o grande cavalo.",15183,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"Local communities on the East Coast would get together and whole teams of 10, 20 people would caravan across the United States, and they would form companies.","Pequenas comunidades do Leste se uniriam em equipes de 10 ou 20 pessoas e atravessariam do país, e formariam empresas.","Comunidades locais na Costa Leste se reuniam e equipes inteiras de 10, 20 pessoas viajavam em caravana através dos Estados Unidos e formavam empresas.",7038,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),po
en_pt_br,"We decided to instrument not only the car, but also the race car driver, to try to get a glimpse into what was going on in their head as they were doing this.","Decidimos instrumentalizar não apenas o carro, mas também o motorista, para tentar um vislumbre sobre o que estava acontecendo em suas mentes enquanto eles estavam fazendo isso.","Decidimos instumentar não apenas o carro, mas também o piloto de corrida, para tentarmos nos insideir no que estava acontecendo em sua mente enquanto eles faziam isso.",71378,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),in
en_pt_br,"In the fourth act, with our hubris, our overconfidence developing, we invaded Iraq and Afghanistan, and in the fifth act, we plunged into a humiliating mess.","No quarto ato, com nossa arrogância e nosso excesso de confiança crescendo, invadimos o Iraque e o Afeganistão. E no quinto ato, nos metemos numa humilhante confusão.","No quarto ato, com nosso hipertrofado orgulho e nossa excessiva confiança desenvolvendo-se, invadimos o Iraque e o Afeganistão, e no quinto ato, precipitamos-nos em um vergonhoso embalo.",27280,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"in, ie"
en_pt_br,"But you can see here, the bottles that were supposedly being thrown at police were turned into bricks by the time they reached this edition of the newspaper.","Mas vocês podem ver aqui, as garrafas que supostamente foram jogadas contra a polícia se transformaram em tijolos no momento em que chegaram a essa edição do jornal.","No entanto, você pode ver aqui que as garrafas supostamente jogadas à polícia se transformaram em tijolos até chegar a esta edição do jornal.",34309,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),co
en_pt_br,"That is, through various gimmicks and things, a so-called balanced budget had led him to have 25 billion missing out of the 76 billion in proposed spending.","Ou seja, através de diversos artifícios e coisas, um assim chamado orçamento equilibrado o levou a ter 25 bilhões faltando do total de 76 bilhões em gastos propostos.","Isso é, por meio de diversos artifícios e coisas, um orçamento equilibrado supostamente levou ele a ter 25 bilhões faltando dos 76 bilhões propostos em despesas.",12580,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,"In fact, it's water's ability to adapt and change and remain flexible that made it so enduring through the ages, despite all the changes in the environment.","A bem da verdade, é a sua capacidade de adaptação, mudança e flexibilidade que a tornou duradora através dos anos, apesar de todas as mudanças no ambiente.","De fato, é a capacidade de adaptação e mudança e manter-se flexível da água que a tornou tão duradoura ao longo dos séculos, apesar de todas as mudanças no ambiente.",14460,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),co
en_pt_br,I've gotten into some trouble in Silicon Valley for saying that the patient in the bed has almost become an icon for the real patient who's in the computer.,Tive alguns problemas no Vale do Silicio por dizer que o paciente na cama tinha se tornado um ícone porque o paciente real é o que está no computador.,Eu me envolvei em algumas dificuldades no Vale do Silício por dizer que o paciente no leito quase se tornou um ícone para o verdadeiro paciente que está no computador.,32372,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),in
en_pt_br,"So what they're doing, let's see, something like that, so what they're doing is grasping aspects of that movement and they're generating it into a phrase.","Então o que eles estão fazendo, vamos ver, algo assim, então o que eles estão fazendo é absorver os aspectos daquele movimento e o transformando numa frase.","Então o que eles estão fazendo, vamos ver, algo desse tipo, então o que eles estão fazendo é apreensor aspectos de ese movimento e estão gerando isso em uma frase.",73876,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"in, co"
en_pt_br,"And you know, for a few hundred bucks you can get these things and put them into your computer, and you can do fantastic things with these graphics cards.","E por algumas centenas de dólares vocês compram essas coisas e colocam no seu computador, e podem fazer coisas fantásticas com esses cartões gráficos.","E você sabe, por apenas alguns centos de dólares, você pode conseguir essas coisas e colocá-las em seu computador, e pode fazer coisas maravilhosas com esses cartões gráficos.",8075,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"co, wl"
en_pt_br,"And this bone is peppered, as you can see, with the light shining through the skull with cavities, the sinuses, which warm and moisten the air we breathe.","E, este osso é salpicado, como vocês podem ver através da transiluminação do crânio, por cavidades, seios, que aquecem e umidificam o ar que inspiramos.","E este osso está manchado, como você pode ver, com a luz brilhando através do crânio com cavidades, os seios sinusais, que aquecem e humidificam o ar que respiramos.",11312,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),ie
en_pt_br,I fell through my apartment door and crawled to the bathroom where I found my problem: I had forgotten to mix in the most important part of my medicine.,Caí pela porta do apartamento e rastejei até o banheiro onde descobri meu problema: eu tinha esquecido de misturar a parte mais importante do meu medicamento.,"Eu caí pela porta da minha apartamento e arrastrei até o banheiro, onde encontrei meu problema: eu havia esquecido de misturar a parte mais importante de minha medicação.",7779,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),"ag, co"
en_pt_br,"I was drawn by their sense of personal conviction and their life of service, and opted for baptism into the Christian faith as my 10th birthday present.","Fui atraída pela convicção pessoal e pela dedicação dessas pessoas, e escolhi ser batizada na fé cristã como presente de aniversário de dez anos.","Fui atraído por seu senso de convicção pessoal e sua vida de serviço, e escolhi me batizar na fé cristã como presente de aniversário de 10 anos.",30962,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"But in a world where energy is freed and transmittable easily and cheaply, we can take any water wherever we are and turn it into whatever we need.","Mas em um mundo onde a energia é liberada e transmissível fácil e barata, nós podemos obter água onde quer que estejamos e transformá-la no que quer que precisemos.","No entanto, em um mundo em que a energia é liberada e transmitida facilmente e de maneira barata, podemos tirar qualquer água onde estivermos e transformá-la no que precisarmos.",35506,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),co
en_pt_br,"So here we are flying through a day in our home as we move from sunlit morning through incandescent evening and, finally, lights out for the day.","Aqui estamos sobrevoando um dia em nossa casa à medida em que passamos de uma manhã de sol a uma noite incandescente e, finalmente, luzes apagadas.","Aqui estamos nós, voando através de um dia em nosso lar, enquanto passamos do clarão da manhã à iluminação incandescente da noite e, por fim, extinção das luzes para o dia.",13208,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ie, lt"
en_pt_br,"That turns out to be a big deal because now you can take, not just mouse cells, but you can human skin cells and turn them into human stem cells.","Isso passa a ser uma grande coisa porque agora podemos pegar, não apenas células de rato, mas células da pele humana e transformá-las em células-tronco humanas.","Isso acaba se tornando uma grande questão, pois agora você pode fazer, não apenas células de mouse, mas também células da pele humana e convertê-las em células-tronco humanas.",67822,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),un
en_pt_br,"But it's sublinear, and what that translates into is that, if you double the size of the organism, you actually only need 75 percent more energy.","Mas é sublinear, e significa que, se duplicarmos o tamanho do organismo, na verdade só precisaremos de mais 75% de energia.","Mas é sublinear, o que se traduz em que, se você dobrar o tamanho do organismo, na verdade só precisará de 75% a mais de energia.",27514,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ie
en_pt_br,"So that night, I packed all my things in a bag, and I walked into my father's room and told him, ""Tomorrow morning, the bus is going to come in.","Naquela noite, fiz minha mala, entrei no quarto do meu pai e disse: ""Amanhã cedo o ônibus vai passar.","Aquela noite, eu fiz minha bagagem com todas as minhas coisas e entrei na sala de meu pai e lhe disse: ""Mañhã cedo, o ônibus vai chegar.",11977,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"wl, in"
en_pt_br,And the business organizations thought we were onto something in terms of a way of preparing children much better for real-life work today.,E as organizações empresariais acharam que tínhamos algo interessante em termos de um preparo muito melhor das crianças para trabalhos da vida real dos dias de hoje.,E as organizações empresariais acharam que estávamos em algo quando se tratava de preparar muito melhor as crianças para o trabalho real da vida hoje.,32495,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),ie
en_pt_br,You can always fool yourself into seeing a decline if you compare bleeding headlines of the present with rose-tinted images of the past.,Você sempre pode enganar a si mesmo e ver um declínio se comparar as manchetes sangrentas dos dias atuais com as lembranças cor-de-rosa do passado.,Pode sempre enganar a si mesmo ao ver um declínio se comparar manchetes ensanguentadas do presente com imagens enevoadas do passado.,73959,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl
en_pt_br,"And we systematically field tested, because in the field testing we learned some important lessons, and we went through many iterations.","E nós fizemos testes de campo sistemáticos porque no teste de campo nós aprendemos algumas lições importantes, e nós repetimos eles muitas vezes.","E nós testamos sistematicamente em campo, porque no teste de campo aprendemos algumas lições importantes, e passamos por muitas iterações.",72472,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),sp
en_pt_br,"And they didn't seem like they were visibly upset or in shock, and so I walked into the building, right into our workroom, and I cried.","E não pareciam visivelmente transtornadas ou em choque. Então entrei no prédio, na nossa sala de trabalho, e chorei.","E então eles não pareciam estar visivelmente magoados ou em choque, e assim eu entrei no edifício, diretamente em nossa sala de trabalho, e chorei.",74447,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),wl
en_pt_br,"LEGO has essentially taken the concrete block, the building block of the world, and made it into the building block of our imagination.","LEGO, basicamente, pegou o bloco de concreto, o bloco construtor do mundo, e transformou-o no bloco construtor de nossa imaginação.","LEGO essencialmente levou o bloco de concreto, o tijolo do mundo, e transformou-o no tijolo da nossa imaginação.",59080,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl
en_pt_br,"When you meet them, they lock into you, they look you in the eye, they invade your personal space, they massage the back of your head.","Quando você os encontra, eles se focam em você, eles olham nos seus olhos, eles invadem seu espaço pessoal, eles massageiam a sua nuca.","Quando os encontra, eles se fixam em você, olham você diretamente nos olhos, invadem seu espaço pessoal, massajam a parte de trás de sua cabeça.",13434,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),in
en_pt_br,"But citizen journalism and this technology has inserted a new layer of accountability into our world, and I think that's a good thing.",Mas o jornalismo cidadão e essa tecnologia têm inserido uma nova camada de responsabilidade em nosso mundo. Acho que isso é bom.,"Mas o jornalismo de cidadãos e essa tecnologia inseriram uma nova camada de responsabilização em nosso mundo, e acho que é uma coisa boa.",34453,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),co
en_pt_br,"Now in the old days, that meant getting out a volume and browsing through it alphabetically, maybe getting sidetracked, that was fun.","Nos velhos tempos, isso significava pegar um livro e ir pesquisando em ordem alfabética, talvez se distraindo, isso era legal.","Agora nos velhos tempos, isso significava retirar um volume e folheá-lo alfabeticamente, talvez se desviando um pouco do assunto, mas era divertido.",70055,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,"Now the data is sent to the server in real time, and a heat map is plotted, taking into account all the active devices on the ground.","Os dados são enviados em tempo real e um mapa de calor é impresso, levando em conta todos os dispositivos ativos no chão.","Agora os dados são enviados ao servidor em tempo real, e é traçada um mapa de calor, levando em conta todos os dispositivos ativos no solo.",11536,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ag
en_pt_br,"So when you go home and you walk through your front door, take a second and ask yourselves, ""Could I do with a little life editing?","Então quando forem para casa e cruzarem a porta da frente, parem um tempo e se perguntem: ""Será que eu poderia editar um pouco a minha vida?","Quando você voltar para casa e entrar pela porta principal, pare por um instante e pergunte a si mesmo: ""Eu poderia me beneficiar de alguma edição na minha vida?"".",33604,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),an
en_pt_br,"And they come in and they go through the process, our process, they build confidence and now they think of themselves differently.","Elas vêm e vão ao longo do processo, nosso processo, constróem confiança e agora pensam sobre elas mesmas de maneira diferente.","E entram e passam pelo processo, nosso processo, eles construíram confiança e agora pensam diferentemente sobre si mesmos.",64902,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),wt
en_pt_br,"As an accomplished computer user, what Dimitry did was to transfer the gangster capitalism of his hometown onto the Worldwide Web.","Como um hábil usuário de computadores, o que Dimitri fez foi transferir o capital de gangsters de sua cidade natal para a web no mundo inteiro.","Como usuário experiente de computador, o que Dimitry fez foi transplantar o capitalismo do tipo gangster de sua cidade natal para a Worldwide Web.",31140,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),un
en_pt_br,"All of our feelings of security about those diseases come from models given to us, really, by science filtered through the media.",Todas as nossas sensações de segurança a respeito dessas doenças surgem de modelos que certamente nos são dados pela ciência filtrada pela mídia.,"Todos nossos sentimentos de segurança em relação à essas doenças vêm de modelos que realmente nos são dados, pela ciência filtrada através da mídia.",18777,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"co, gr, po"
en_pt_br,"And as we have watched women conquer breast cancer through the breast cancer campaign, this is what we need to do now with heart.",E na medida em que assistimos as mulheres combatendo o câncer de mama através das campanhas de combate ao câncer de mama isto é o que precisamos fazer agora em relação ao coração,"E, assim como temos visto mulheres conquistarem o câncer de mama através da campanha contra o câncer de mama, é isso que precisamos fazer agora com o coração.",57749,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),lt
en_pt_br,"And they do it secretly through misinformation and ambiguities and irrelevancies, trying to cause everyone to think more deeply.","E ele faz isso em segredo através de informações incorretas e ambiguidades e irrelevâncias, tentando fazer com que todos pensem mais.","Eles o fazem secretamente através de desinformação e ambiguidades e irrelevâncias, tentando fazer com que todos reflexionem profundamente.",18009,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,"I was visiting a cousin of mine in an old age home, and I spied a very shaky old man making his way across the room on a walker.","Visitava um primo meu em um retiro para idosos, e espiei um velho bem trêmulo atravessando a sala em um andador.","Estava visitando um primo meu em uma casa de repouso, e avistei um homem muito idoso e tremulante se movendo pelo quarto com the apoio de uma muleta.",63498,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),"wl, un, sp"
en_pt_br,"And no, I don't know how it works into the whole puzzling scheme of things, but obviously I know a coded message when I see one.","E não, eu não sei como funciona no grande e estarrecedor esquema das coisas, mas obviamente, eu reconheço uma mensagem codificada quando eu vejo uma.","E não, eu não sei como isso funciona no esquema geral confuso das coisas, mas claramente eu sei quando estou vendo uma mensagem codificada.",69221,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"And if we can translate that into our built environment, then there's some exciting potential for the way that we build things.","E se pudermos traduzi-los em nosso ambiente de construção, teremos um potencial interessante para o modo como nós construímos.","E se pudéssemos traduzir isso para nosso ambiente construído, então há algum potencial emocionante para a forma como construímos coisas.",30147,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wt, wl"
en_pt_br,These people who went through the process and touched the snake ended up having less anxiety about other things in their lives.,"essas pessoas que passavam pelo processo e tocavam na cobra acabavam por ter menos ansiedade sobre outras coisas em suas vidas. Elas tentaram muito, perseveraram,",Esses pedidos que passaram pelo processo e tiveram contato com a cobra acabaram tendo menos ansiedade sobre outras coisas em suas vidas.,64895,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),wl
en_pt_br,"And you can see at the top of the screen, there's a centipede scrolling across your computer when you get infected by this one.","Vocês podem ver no alto da tela, uma centopéia andando pelo computador quando vocês são infectados por ela.",E você pode ver na parte superior da tela um “centípede” desfilando em sua computadora assim que você for infectado por este vírus.,26844,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),"in, ws, ad"
en_pt_br,"It's this combination of liquid metal, molten salt and high temperature that allows us to send high current through this thing.","É está combinação de metal líquido, sal derretido e alta temperatura que nos permite mandar alta corrente por esta coisa.","É essa combinação de metal líquido, sal fundido e alta temperatura que nos permite enviar corrente elétrica elevada através desta coisa. ",58656,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),cc
en_pt_br,There are going to be times when someone makes one expression while masking another that just kind of leaks through in a flash.,em que alguém faz uma expressão enquanto esconde outra que vaza por um instante.,"Vai haver moments em que alguém vai fazer uma expressão enquanto está disfarçando outra, que simplesmente transborda por um instante.",35094,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"un, ie"
en_pt_br,And I am here to tell you that the women of GirlTrek are walking through the streets with a light that cannot be extinguished.,Estou aqui para dizer que as mulheres da GirlTrek estão caminhando pelas ruas com uma luz que não pode ser extinta.,E aqui estou eu para lhe dizer que as mulheres do GirlTrek estão andando pelas ruas com uma luz que não pode ser apagada.,65055,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(2),cc
en_pt_br,"I'd like to take you on a journey into the sea, looking at it from the perspective of its smallest inhabitants: the microbes.","Eu gostaria de levá-los em uma jornada pelo mar, olhando pela perspectiva de seus menores habitantes: os micróbios.","Gostaria de convidá-lo para uma jornada no mar, visto através da perspectiva de seus moradores mais pequenos: os microorganismos.",65421,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"po, co"
en_pt_br,"They produce six different types of silk, which is spun together into a fiber, tougher than any fiber humans have ever made.","Elas produzem seis deferentes tipos de seda, que são fiadas juntas em uma fibra, mais resistente do que qualquer fibra que já tenha sido produzida pelo homem.","Eles produzem seis tipos diferentes de seda, que são tecidos juntos em uma fibra, mais resistente do que qualquer fio que os humanos tenham já fabricado.",10117,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"So this is a case of actually adapting something, or maybe stealing something, and then turning it into a musical notation.","Então esse é um caso de adaptar alguma coisa ou talvez de roubar alguma coisa, e transformá-la em uma notação musical.","Então, isto é um caso de realmente adaptar algo, ou talvez roubar alguma coisa, e então transformá-lo em notação musical. ",73787,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ag
en_pt_br,"This goes into the more sophisticated part of our process, and the really hard work, multi-step separation process begins.","Isso vai para a parte mais sofisticada de nosso processo, e a parte realmente difícil, o processo de separação em etapas, começa.","Isso entra na parte mais sofisticada do nosso processo, e começa a parte realmente difícil, o processo de separação em vários passos.",33823,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"But the under-underdog hangs tough, and 22 miles into a 26-mile race, there is Derartu Tulu, up there with the lead pack.","Mas a ""sub-azarão"" aguenta firme. E depois de 35 km dos quase 42 km, lá está Derartu Tulu junto com a linha de frente.","Mas o verdadeiro azarado se mantém forte, e 22 milhas em uma corrida de 26 milhas, está Derartu Tulu, lá na ponta do pacote de líderes.",9420,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ad, wl, co"
en_pt_br,And you might think that that was incredibly stupid of our ancestors to be plugging things into a light socket like this.,E podemos pensar que era muita estupidez de nossos ancestrais ligar coisas a bocais assim.,E você poderia pensar que isso foi incrivelmente estúpido de nossos ancestrais terem ligado coisas em um tomada de luz assim. ,7154,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),wl
en_pt_br,"One day my wife came home from work and summoned the courage, through a lot of tears, to have a very honest conversation.","Um dia minha esposa chegou do trabalho e juntou coragem, em meio a várias lágrimas, para ter uma conversa muito honesta.","Um dia, minha esposa chegou em casa do trabalho e reuniu o coragem, através de muas lágrimas, para ter uma conversa muito honesta.",6777,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"co, gr, in"
en_pt_br,"They toiled with rolled-up sleeves, with their hands deep in debt, they plowed ahead, growing their dreams into reality.","Eles labutaram de mangas arregaçadas, afundados em dívidas, eles seguiram em frente, tornando seus sonhos realidade.","Eles trabalharam com mangas enroladas, com as mãos mergulhadas na dívida, eles seguiram em frente, fazendo crescer suas aspirações em realidade.",33512,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"co, ie"
en_pt_br,A few years back a group of researchers at University College London brought a bunch of memory champions into the lab.,"Alguns anos atrás, um grupo de pesquisadores da University College, em Londres, trouxeram para o laboratório vários campeões da memória.","Há alguns anos, um grupo de pesquisadores da University College London trouxe um grupo de campeões de memória para o laboratório.",63731,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),cc
en_pt_br,So we started thinking: what if the robot could leave the garden and go out into some other interesting environment?,Aí começamos a pensar: e se o robô pudesse deixar o jardim e ir para outros ambientes interessantes?,Então começamos a pensar: e se o robô pudesse sair do jardim e ir para outro ambiente interessante?,66101,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),cc
en_pt_br,"If I push even harder, I'll go through the bone structure, especially close to the ear where the bone is very soft.","Se pressiono mais ainda, vou através da estrutura óssea, especialmente perto do ouvido onde o osso é esponjoso.","Se eu empurrar ainda mais, vou atravessar a estrutura óssea, especialmente perto do ouvido onde o osso é muito macio.",8151,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),cc
en_pt_br,"It's very much like they brought into this world the reflex that orients them to people, but it has no traction.","É como se eles tivessem vindo ao mundo com o reflexo ocular que os orientam para as pessoas, mas sem nenhuma tração.","É muito semelhante a eles terem trazido à luz o reflexo que os orienta em relação às pessoas, mas ele não tem tração.",68258,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),lt
en_pt_br,"If we could get evolution into the material world, then I propose we should have a general theory of evolution.","Se pudessemos trazer a evolução para o mundo material, então eu proponho que deveriamos ter uma teoria geral da evolução.","Se pudéssemos introduzir a evolução no mundo material, então propõho que deveríamos ter uma teoria geral da evolução.",30564,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),in
en_pt_br,"With every handful of the powder they throw into the air, their white saris slowly start to suffuse with color.","Com cada punhado de pó que jogam para o ar, seus saris brancos aos poucos começam a se cobrir de cores.","Com cada tangerna da pó que eles jogam no ar, suas saris brancas começam gradualmente a se tingir de cor.",10738,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"wl, ag"
en_pt_br,Radiologists classify breast density into four categories based on the appearance of the tissue on a mammogram.,Os radiologistas classificam a densidade do seio em quatro categorias baseadas na aparência do tecido na mamografia.,Radiologistas categorizam a densidade mamária em quatro níveis com base na aparência do tecido em uma mamografia.,6624,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"If you actually look at a great business, you'll nearly always see all of these three things coming into play.","Se realmente está procurando um grande negócio, você verá quase sempre esses três aspectos em jogo.","Se você observador realmente um grande negócio, você verá quase sempre todos esses três aspectos entrando em jogo.",63056,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wc
en_pt_br,"He gives them more money for geological data, they come back, they can't tell him where to go into production.","Ele dá a eles mais dinheiro para dados geológico, eles voltam, eles não conseguem dizer a ele onde a produção deveria acontecer.","Ele lhes dá mais dinheiro por dados geológicos, eles retornam, mas eles não conseguem dizer a ele onde produzir.",70283,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ws
en_pt_br,"That night, I was taken into the emergency room and diagnosed as a type 1 diabetic in full-blown ketoacidosis.","Naquela noite, eu fui levado ao pronto atendimento e diagnosticado com diabetes tipo 1 em completa cetoacidose (acidose no sangue).","Aquela noite, fui levado para o pronto-socorro e diagnosticado como tendo diabetes do tipo 1 em cetoacidose completa.",71183,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),cc
en_pt_br,I believe that human beings have the power to turn situations of poverty into those of wealth and prosperity.,Acredito que os seres humanos têm o poder de transformar situações de pobreza em riqueza e prosperidade.,Acredito que os seres humanos têm o poder de transformar situações de pobreza em situações de riqueza e prosperidade.,33496,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"Even Goldman Sachs once used to serve clients, before it turned into an institution that serves only itself.","Mesmo o Goldman Sachs já foi utilizado para servir seus clientes, antes de se tornar uma instituição que serve apenas a si mesmo.","Mesmo o Goldman Sachs costumava prestar serviços a clientes, antes de se transformar em uma instituição que serve apenas a si mesma.",6334,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"Through inspired local leadership, they launched a peaceful resistance campaign to stop that from happening.","Através de uma inspirada liderança local, eles lançaram uma campanha de resistência pacífica para impedir que isto acontecesse.","Por meio de um líder local inspirado, eles lançaram uma campanha de resistência pacífica para impedir que isso acontecesse.",30076,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,"Through that and through human rights groups, we were brought together with several other victims' families.","Através disto e através dos grupos de direitos humanos, nós nos juntamos com muitas outras famílias de vítimas.","Por meio disso e por meio de grupos que defendem direitos humanos, nós fomos reunidos com várias outras famílias de vítimas.",19527,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),an
en_pt_br,"Our actions change the environment, or context, and these changes are then fed back into the decision loop.","Nossas ações modificam o ambiente, ou o contexto, e estas mudanças, por sua vez, retroalimentam a alça de decisão.","Nossas ações alteram o ambiente ou contexto, e essas mudanças são então retroalimentadas no ciclo de decisão. ",233,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,"So the light bulb laid down the heavy infrastructure, and then home appliances started coming into being.","Então a lâmpada construiu a pesada infraestrutura, e os eletrodomésticos começaram a existir.","Então a lâmpada incandescent instalou as pesadas infraestruturas, e então começaram a surgir os electrodomésticos para o lar. ",7107,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ad, co"
en_pt_br,"And I hope in some small way, the stories I've been able to tell you will help you get through things.","E espero que de alguma forma, as histórias que pude contar a vocês os ajudem a superar as coisas.","E espero, de alguma pequena forma, que as histórias que eu tive o privilégio de contar para você possam ajudá-lo a passar por situações difíceis.",74302,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,"So it transformed a linear process into a closed-loop model, and it created more value in the process.","Então se transformou de um processo linear para um modelo de circuíto fechado, e criou-se mais valor no processo.","Assim, ele transformou um processo linear em um modelo de loop fechado, e criou mais valor no processo.",10171,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl
en_pt_br,And what we found is that we got into a positive cycle in which one breakthrough facilitated another.,E o que nós encontramos é que nós entramos em um ciclo positivo em que um avanço facilita outro.,E aqui o que descobrimos: entramos em um ciclo positivo no qual uma descoberta facilitou a outra.,10148,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"So through some of the hottest topics on microblogging, we can see what young people care most about.","Então através dos tópicos mais comentados nos microblogs, podemos ver com o que se preocupam os jovens.","Através de alguns dos assuntos mais quentes nas redes de microblogagem, podemos ver sobre o que os jovens se importam mais.",33253,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"in, co"
en_pt_br,"And that could be translated into ""mey meen,"" which is the old Dravidian name for the planet Saturn.","E ele poderia ser traduzido como ""mey meen"" que é o antigo nome dravídico para o planeta Saturno.","Isso poderia ser traduzido como ""mey meen"", que é o antigo nome dravídico do planeta Saturno.",25149,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"A few weeks later, you have your engineered organ that we're able to implant back into the patient.","Poucas semanas depois, você tem seu órgão artificial que nós somos capazes de implantar de volta no paciente.","Alguns poucos semanas depois, você tem o órgão engenharia que nós somos capazes de implantar de volta ao paciente.",12724,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"ag, wl"
