lang_pair,source,reference,llama2:13b,inner_id,produced_from,spatial_sense,error_type,Unnamed: 0,bleu_score,meteor_score,bert_score,comet_score,ter_score
en_pt_br,And that was brought into force to try and deal with the mountain of stuff that is just being made and then living for a while in our homes and then going to landfill.,E foi iniciada para tentar lidar com a montanha de coisas que estão sendo feitas e que vivem por um tempo em nossas casas e então são descartadas.,"Sim, e essa medida foi implementada para tentar lidar com a montanha de residuos que estão sendo produzidos e luego vivendo em nossas casas por um período de tempo antes de serem enterrados em aterros.",7345,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"gr, in",542,0.2496792099762846,0.5986577181208054,0.9775486,0.6779003143310547,60.71428571428571
en_pt_br,"We brought a musician into the scanner, same way, had them memorize this melody then had another musician out in the control room trading back and forth interactively.",Agora o que fizemos foi levar um músico ao scanner – do mesmo jeito – fazê-lo memorizar essa melodia e dispor de outro músico fora da sala de experimento revezando interativamente.,"Nós trouxemos um músico para o escaneador, da mesma forma, fazendo-os memorizar essa melodia e outro músico no quarto de controle interagindo interactivamente uma com o outro.",6518,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"wl, in",543,0.1087256678530004,0.3214535290006988,0.9734618,0.7601020932197571,77.41935483870968
en_pt_br,"So now what we do is take a genome, we make maybe 50 copies of it, we cut all those copies up into little 50-base reads, and then we sequence them, massively parallel.","O que fazemos agora é pegar um genoma, fazemos talvez 50 cópias dele, cortamos essas cópias em trechos de até 50 bases, e os sequenciamos intensamente em paralelo.","Agora o que fazemos é tomar um genoma, podemos fazer até 50 cópias dele, cortá-las em pequenas leituras de 50 bases e sequenciá-las de forma massivamente paralela.",31286,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),co,545,0.1476392442029029,0.4190839561664838,0.97833365,0.8683792948722839,57.14285714285714
en_pt_br,"It's basically a pusher, so the propellant system and the thrusters are integrated into the capsule, and so if it detects a rocket problem, it pushes the capsule away.","É basicamente um propulsor. O sistema de propulsão e os propulsores estão integrados à cápsula, e, ao detectar um problema no foguete, ele empurra a cápsula para fora.","É basicamente um empurrador, então o sistema de propulsão e os foguetes estão integrados na capsula, e se detectar um problema de foguete, ele empurra a capsula para longe.",67032,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, gr",548,0.3200477260133923,0.6818181818181819,0.9837819,0.8077374696731567,35.714285714285715
en_pt_br,"I always begin with the pulse, then I examine the hands, then I look at the nail beds, then I slide my hand up to the epitrochlear node, and I was into my ritual.","Sempre começo com o pulso, então examino as mãos, então olho as unhas, então deslizo a mão pelos nódulos do cotovelo, e eu estava no meu ritual.","Eu sempre começo com o pulso, luego examinei as mãos, posteriormente olho para os leitos ungueais, em seguida slidei a minha mão até o nódulo epitroclear e eu me dediquei à minha rotina.",32419,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"in, wt, ie",591,0.1517249576563017,0.3770029278679798,0.9688795,0.683231770992279,77.77777777777779
en_pt_br,"We need to connect the information always with the action, and then that action feeds back into different information, and it creates, of course, a feedback loop.","Nós precisamos conectar a informação sempre com a ação, e aí essa ação dá um feedback uma informação diferente, e isso cria, obviamente, um ciclo de feedback.","É preciso conectar a informação sempre com a ação, e então essa ação alimenta de volta à informação diferente, e isso cria, claro, um loop de feedback.",8546,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ie, un",595,0.4997216809386542,0.7150578922495274,0.99102193,0.8737568855285645,33.33333333333333
en_pt_br,"The reason we did this is to create the ultimate memory machine, where you can go back and interactively fly around and then breathe video-life into this system.","Nós fizemos isso para criar a máquina de memória definitiva, onde você pode voltar no tempo e interagir e então aspirar a vida do vídeo neste sistema.","A razão por que fizemos isso é criar a máquina de memória ultime, onde você pode voar ao redor e interagir de forma interactiva, e luego dar vida vídeo a este sistema.",13252,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"in, om, ie, co",604,0.2182270063880848,0.5610354121434453,0.97665364,0.6905052065849304,62.96296296296296
en_pt_br,"The choreographer, Toby Sedgwick, invented a beautiful sequence where the baby horse, which was made out of sticks and bits of twigs, grew up into the big horse.","O coreógrafo, Toby Sedgwick, inventou uma linda sequência onde o potrinho, que era feito de varas e pedaços de galhos cresceu e se tornou o grande cavalo.",O coreografo Toby Sedgwick inventou uma sequência encantadora em que o potro de madeira e pequenos galhos crescia até se tornar um grande cavalo.,15183,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc,606,0.0524483337068023,0.3961257309941521,0.9737648,0.7981520295143127,55.55555555555556
en_pt_br,"Local communities on the East Coast would get together and whole teams of 10, 20 people would caravan across the United States, and they would form companies.","Pequenas comunidades do Leste se uniriam em equipes de 10 ou 20 pessoas e atravessariam do país, e formariam empresas.","As comunidades locais na costa leste se reuniriam e formariam equipes wholes de 10 a 20 pessoas que viajavam em caravana pelo Estados Unidos, e elas se organizariam em empresas.",7038,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),"wt, un, sp",632,0.030010054132441,0.5235748792270531,0.9715274,0.8172599673271179,95.0
en_pt_br,"We decided to instrument not only the car, but also the race car driver, to try to get a glimpse into what was going on in their head as they were doing this.","Decidimos instrumentalizar não apenas o carro, mas também o motorista, para tentar um vislumbre sobre o que estava acontecendo em suas mentes enquanto eles estavam fazendo isso.","Nosso objetivo era não apenas instrumentar o carro, mas também o piloto de corrida, para tentar obter uma visão do que estava acontecendo na sua cabeça enquanto fazia isso.",71378,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),,634,0.2499026127420343,0.5587748344370861,0.982856,0.8540360331535339,62.96296296296296
en_pt_br,"In the fourth act, with our hubris, our overconfidence developing, we invaded Iraq and Afghanistan, and in the fifth act, we plunged into a humiliating mess.","No quarto ato, com nossa arrogância e nosso excesso de confiança crescendo, invadimos o Iraque e o Afeganistão. E no quinto ato, nos metemos numa humilhante confusão.","No quarto ato, com nossa hubris (soberba) e nossa overconfidence (excessiva confiança) crescendo, invasamos o Iraque e o Afeganistão. E no quinto ato, mergulhámos em uma confusão humilhante.",27280,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),,644,0.4314237196442068,0.7189903846153847,0.98204297,0.862514853477478,44.44444444444444
en_pt_br,"But you can see here, the bottles that were supposedly being thrown at police were turned into bricks by the time they reached this edition of the newspaper.","Mas vocês podem ver aqui, as garrafas que supostamente foram jogadas contra a polícia se transformaram em tijolos no momento em que chegaram a essa edição do jornal.","Mas você pode ver aqui, as garrafas que supostamente estavam sendo jogadas sobre os policiais foram transformadas em blocos pelo tempo que chegaram às páginas deste jornal.",34309,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),,646,0.2460956024787771,0.5127116429765886,0.98745584,0.7233921885490417,60.71428571428571
en_pt_br,"That is, through various gimmicks and things, a so-called balanced budget had led him to have 25 billion missing out of the 76 billion in proposed spending.","Ou seja, através de diversos artifícios e coisas, um assim chamado orçamento equilibrado o levou a ter 25 bilhões faltando do total de 76 bilhões em gastos propostos.","Este é, através de divers jogos e coisas, um orçamento equilibrado tinha o levar a ter 25 bilhões de dólares faltando entre os 76 bilhões de gastos propostos. This is, through various tricks and things, a so-called balanced budget had led him to have 25 billion dollars missing out of the 76 billion proposed expenditures.",12580,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),,653,0.1246537000565127,0.4231692677070829,0.92888194,0.5330479145050049,142.85714285714286
en_pt_br,"In fact, it's water's ability to adapt and change and remain flexible that made it so enduring through the ages, despite all the changes in the environment.","A bem da verdade, é a sua capacidade de adaptação, mudança e flexibilidade que a tornou duradora através dos anos, apesar de todas as mudanças no ambiente.","De fato, é a flexibilidade e capacidade de adaptação do água que a tornou tão duradoura ao longo dos tempos, mesmo com todas as alterações no meio ambiente.",14460,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),,656,0.0869683423341783,0.4903047091412743,0.97449315,0.7702198624610901,66.66666666666666
en_pt_br,I've gotten into some trouble in Silicon Valley for saying that the patient in the bed has almost become an icon for the real patient who's in the computer.,Tive alguns problemas no Vale do Silicio por dizer que o paciente na cama tinha se tornado um ícone porque o paciente real é o que está no computador.,Eu me encontre em algumas dificuldades na Silicon Valley por ter dito que o paciente na cama está se tornando um ícone para o paciente real dentro do computador.,32372,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),,658,0.1986390946456468,0.4670126874279123,0.95732266,0.7612717151641846,65.51724137931035
en_pt_br,"So what they're doing, let's see, something like that, so what they're doing is grasping aspects of that movement and they're generating it into a phrase.","Então o que eles estão fazendo, vamos ver, algo assim, então o que eles estão fazendo é absorver os aspectos daquele movimento e o transformando numa frase.","O que eles estão fazendo, vamos ver... algo assim, o que eles estão fazendo é capturar aspectos dessa movimentação e geralmente em uma frase.",73876,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),,675,0.401489025143409,0.6471079202582227,0.9731637,0.8158578872680664,37.03703703703704
en_pt_br,"And you know, for a few hundred bucks you can get these things and put them into your computer, and you can do fantastic things with these graphics cards.","E por algumas centenas de dólares vocês compram essas coisas e colocam no seu computador, e podem fazer coisas fantásticas com esses cartões gráficos.","E você sabe, com uns poucos dollars você pode comprar esses dispositivos e instalá-los no seu computador, e você pode fazer coisas incríveis com essas cartões gráficos.",8075,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),,679,0.1890425467840326,0.5521277225378788,0.95486367,0.8688793778419495,66.66666666666666
en_pt_br,"And this bone is peppered, as you can see, with the light shining through the skull with cavities, the sinuses, which warm and moisten the air we breathe.","E, este osso é salpicado, como vocês podem ver através da transiluminação do crânio, por cavidades, seios, que aquecem e umidificam o ar que inspiramos.","E este ossinho está perlado, como você pode ver, com a luz sexyendo através do crâneo com cavidades, os sinos, que aquecem e humidificam o ar que respiramos.",11312,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),,681,0.1400671310641938,0.5498881312593225,0.97327435,0.6499035954475403,72.0
en_pt_br,I fell through my apartment door and crawled to the bathroom where I found my problem: I had forgotten to mix in the most important part of my medicine.,Caí pela porta do apartamento e rastejei até o banheiro onde descobri meu problema: eu tinha esquecido de misturar a parte mais importante do meu medicamento.,"Eu dei Through my door de apartamento e crawled para o banheiro, onde eu encontrei o meu problema: eu tinha esquecido misturar a parte mais importante da minha medicina."" Here's a word-for-word translation of the text: ""Eu caii através da porta do meu apartamento e crawled para o banheiro, onde eu encontrei o meu problema: eu havia esquecido misturar a parte mais importante da minha medicina.",7779,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),,701,0.1327242604102072,0.5453929539295393,0.88251156,0.5533883571624756,192.30769230769232
en_pt_br,"I was drawn by their sense of personal conviction and their life of service, and opted for baptism into the Christian faith as my 10th birthday present.","Fui atraída pela convicção pessoal e pela dedicação dessas pessoas, e escolhi ser batizada na fé cristã como presente de aniversário de dez anos.","Eu foi atraído pelo seu sentido de convicção pessoal e vida de serviço, e escolhei o batismo como um presente de aniversário para meu décimo ano de vida.",30962,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"in, om, an",707,0.0639496113258607,0.4094328703703703,0.964721,0.8423951268196106,100.0
en_pt_br,"But in a world where energy is freed and transmittable easily and cheaply, we can take any water wherever we are and turn it into whatever we need.","Mas em um mundo onde a energia é liberada e transmissível fácil e barata, nós podemos obter água onde quer que estejamos e transformá-la no que quer que precisemos.","Mas em um mundo onde a energia é liberada e transmitida facilmente e barato, podemos levar qualquer água ao lugar donde estamos e transformá-la em tudo o que precisamos.",35506,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ag, co, ad",747,0.3399033059205809,0.4946236559139785,0.98537683,0.876475989818573,48.27586206896552
en_pt_br,"So here we are flying through a day in our home as we move from sunlit morning through incandescent evening and, finally, lights out for the day.","Aqui estamos sobrevoando um dia em nossa casa à medida em que passamos de uma manhã de sol a uma noite incandescente e, finalmente, luzes apagadas.","Aqui estamos voando pela dia em nossa casa, movendo-nos de manhã solar a noite incandescente e, eventually, apagando as luzes para o fim do dia.",13208,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ie, gr, in, co",770,0.1991148803162055,0.4620824353448275,0.9782314,0.6282309889793396,76.92307692307693
en_pt_br,"That turns out to be a big deal because now you can take, not just mouse cells, but you can human skin cells and turn them into human stem cells.","Isso passa a ser uma grande coisa porque agora podemos pegar, não apenas células de rato, mas células da pele humana e transformá-las em células-tronco humanas.","Essa se revela ser uma grande coisa porque você pode agora usar, não apenas células de músculo, mas também células de pele humana e transformá-las em células-tronco humanas.",67822,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl,771,0.4736765231361691,0.7412897656515338,0.98339736,0.8973696827888489,38.46153846153847
en_pt_br,"But it's sublinear, and what that translates into is that, if you double the size of the organism, you actually only need 75 percent more energy.","Mas é sublinear, e significa que, se duplicarmos o tamanho do organismo, na verdade só precisaremos de mais 75% de energia.","Mas é sublinear, o que significa que, se duplicarm o tamanho do organismo, você apenas precisa de 75% mais energia.",27514,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),in,772,0.3658693244544013,0.7152482914255768,0.9898234,0.7597950100898743,42.85714285714285
en_pt_br,"So that night, I packed all my things in a bag, and I walked into my father's room and told him, ""Tomorrow morning, the bus is going to come in.","Naquela noite, fiz minha mala, entrei no quarto do meu pai e disse: ""Amanhã cedo o ônibus vai passar.","Assim que à noite, eu encheu todos os meus objetos em uma malga e fui até o quarto do meu pai e lhe disse: ""Amanhã de madrugada, o ônibus vai chegar..."".",11977,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"wl, ie, in",790,0.2007978948977344,0.6133120078740157,0.9807581,0.7781736254692078,105.26315789473684
en_pt_br,And the business organizations thought we were onto something in terms of a way of preparing children much better for real-life work today.,E as organizações empresariais acharam que tínhamos algo interessante em termos de um preparo muito melhor das crianças para trabalhos da vida real dos dias de hoje.,Sim e as organizações empresariais pensaram que estávamos em algo importante em relação à forma de preparar os jovens melhor para o trabalho real da vida atual.,32495,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),"ad, ie, wo",846,0.0530771217107244,0.4300793650793651,0.98178273,0.8671686053276062,74.07407407407408
en_pt_br,You can always fool yourself into seeing a decline if you compare bleeding headlines of the present with rose-tinted images of the past.,Você sempre pode enganar a si mesmo e ver um declínio se comparar as manchetes sangrentas dos dias atuais com as lembranças cor-de-rosa do passado.,"Você pode sempre enganar sua própria visão, comparando capas sangrentas da atualidade com imagens coloridas do passado.",73959,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),om,870,0.045884514790048,0.2720441126238228,0.94804025,0.7415197491645813,72.0
en_pt_br,"And we systematically field tested, because in the field testing we learned some important lessons, and we went through many iterations.","E nós fizemos testes de campo sistemáticos porque no teste de campo nós aprendemos algumas lições importantes, e nós repetimos eles muitas vezes.","E nos testamos sistematicamente, porque no campo de testes aprendemos lições importantes e passámos por muitas iteraciones.",72472,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"gr, wo, in",877,0.0298159710871307,0.3713987777669997,0.97133356,0.7267279624938965,65.21739130434783
en_pt_br,"And they didn't seem like they were visibly upset or in shock, and so I walked into the building, right into our workroom, and I cried.","E não pareciam visivelmente transtornadas ou em choque. Então entrei no prédio, na nossa sala de trabalho, e chorei.","E eles não pareciam estar visiblemente abalados ou choqueados, e portanto fui direto para o prédio, diretamente para nossa sala de trabalho, e dei uma dorada.",74447,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),in,883,0.201857735807738,0.5215589344119042,0.9782071,0.542079508304596,84.21052631578947
en_pt_br,"LEGO has essentially taken the concrete block, the building block of the world, and made it into the building block of our imagination.","LEGO, basicamente, pegou o bloco de concreto, o bloco construtor do mundo, e transformou-o no bloco construtor de nossa imaginação.","LEGO tem essencialmente tomado o bloco de concreto, o bloco de construção do mundo, e o transformou no bloco de nossa imaginação.",59080,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wt,886,0.4516759456624302,0.6582716049382716,0.9803732,0.9103897213935852,45.0
en_pt_br,"When you meet them, they lock into you, they look you in the eye, they invade your personal space, they massage the back of your head.","Quando você os encontra, eles se focam em você, eles olham nos seus olhos, eles invadem seu espaço pessoal, eles massageiam a sua nuca.","Quando você os encontra, eles se ""lock"" em você, olham para você nos olhos, invadiam o seu espaço pessoal, massageiam a parte de trás do seu cabeça.",13434,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"un, wt, ag",896,0.3147237572518304,0.6023252556380444,0.969897,0.7224423289299011,58.333333333333336
en_pt_br,"But citizen journalism and this technology has inserted a new layer of accountability into our world, and I think that's a good thing.",Mas o jornalismo cidadão e essa tecnologia têm inserido uma nova camada de responsabilidade em nosso mundo. Acho que isso é bom.,"Mas o jornalismo cidadão e esta tecnologia inseriu uma nova camada de contabilidade no nosso mundo, e eu acho que é uma coisa boa.",34453,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, lt",898,0.2661368533245308,0.6023211518595041,0.9859085,0.8676913380622864,54.54545454545454
en_pt_br,"Now in the old days, that meant getting out a volume and browsing through it alphabetically, maybe getting sidetracked, that was fun.","Nos velhos tempos, isso significava pegar um livro e ir pesquisando em ordem alfabética, talvez se distraindo, isso era legal.","Antigamente, isso significava sacar um volume e procurar por ele alphabeticamente, talvez se distrair, era divertido.",70055,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"in, ie, wt",914,0.0763634455804772,0.3384577671942848,0.96825546,0.7720673084259033,65.0
en_pt_br,"Now the data is sent to the server in real time, and a heat map is plotted, taking into account all the active devices on the ground.","Os dados são enviados em tempo real e um mapa de calor é impresso, levando em conta todos os dispositivos ativos no chão.","Sim, agora os dados são enviados para o servidor em tempo real, e uma mapa de calor é plotado, tendo em conta todos os dispositivos ativos no chão.",11536,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ad, ag",919,0.4094421872372341,0.84734861883783,0.9861045,0.8857316374778748,39.130434782608695
en_pt_br,"So when you go home and you walk through your front door, take a second and ask yourselves, ""Could I do with a little life editing?","Então quando forem para casa e cruzarem a porta da frente, parem um tempo e se perguntem: ""Será que eu poderia editar um pouco a minha vida?","Quando você chegar em casa e passar pela porta de entrada, pause por um segundo e pergunte a si mesmos, ""Poderia usar um pouco de edição na vida?"".",33604,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"wl, an",937,0.0238478643620595,0.3388048510138879,0.96719587,0.7758638262748718,81.48148148148148
en_pt_br,"And they come in and they go through the process, our process, they build confidence and now they think of themselves differently.","Elas vêm e vão ao longo do processo, nosso processo, constróem confiança e agora pensam sobre elas mesmas de maneira diferente.","E eles vêm e passam por noss Processo, nosso Processo, construindo confiança e agora pensam deles de forma diferente.",64902,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"in, wt, an",947,0.1545264805839251,0.5748370776882181,0.9382099,0.7230412364006042,52.38095238095239
en_pt_br,"As an accomplished computer user, what Dimitry did was to transfer the gangster capitalism of his hometown onto the Worldwide Web.","Como um hábil usuário de computadores, o que Dimitri fez foi transferir o capital de gangsters de sua cidade natal para a web no mundo inteiro.","As a proficient usuário de computadores, o que Dimitry fez foi transferir o capitalismo de gangster de sua cidade natal para a Web Mundial.",31140,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),"in, un",958,0.4280141214669362,0.7542945235648216,0.9630548,0.7776886820793152,34.61538461538461
en_pt_br,"All of our feelings of security about those diseases come from models given to us, really, by science filtered through the media.",Todas as nossas sensações de segurança a respeito dessas doenças surgem de modelos que certamente nos são dados pela ciência filtrada pela mídia.,"Todas nossas sensações de segurança em relação às doenças surgem de modelos nosados por nós, realmente, pela ciência filtrada pelo meio.",18777,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"gr, wl, in",959,0.2527045557879617,0.5150394477317554,0.97911125,0.7868605852127075,47.82608695652174
en_pt_br,"And as we have watched women conquer breast cancer through the breast cancer campaign, this is what we need to do now with heart.",E na medida em que assistimos as mulheres combatendo o câncer de mama através das campanhas de combate ao câncer de mama isto é o que precisamos fazer agora em relação ao coração,"E como havemos assistido à conquista das mulheres contra o câncer de mama através da campanha contra o câncer de mama, é o que precisamos fazer agora com o coração.",57749,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wt,961,0.2999866040374987,0.485017134100649,0.9597745,0.8031324744224548,54.54545454545454
en_pt_br,"And they do it secretly through misinformation and ambiguities and irrelevancies, trying to cause everyone to think more deeply.","E ele faz isso em segredo através de informações incorretas e ambiguidades e irrelevâncias, tentando fazer com que todos pensem mais.","E eles fazem isso secretamente através de informações falsas e ambíguas e irrelevâncias, tentando causar que todos pensem mais profundamente.",18009,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc,971,0.2747566801431672,0.6694357259825328,0.98617023,0.8481552004814148,47.61904761904761
en_pt_br,"I was visiting a cousin of mine in an old age home, and I spied a very shaky old man making his way across the room on a walker.","Visitava um primo meu em um retiro para idosos, e espiei um velho bem trêmulo atravessando a sala em um andador.","Eu estava visitando um tio meu em uma residência de idosos, e percebi um velho muito tremeludo se mexendo na sala com uma bengala.",63498,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),"wl, in, ws",976,0.0577832399270834,0.31931330472103,0.97937006,0.7497628331184387,76.19047619047619
en_pt_br,"And no, I don't know how it works into the whole puzzling scheme of things, but obviously I know a coded message when I see one.","E não, eu não sei como funciona no grande e estarrecedor esquema das coisas, mas obviamente, eu reconheço uma mensagem codificada quando eu vejo uma.","E não, eu não sei como funciona naquela puzzle de coisas, masóbviamente conheço um mensagem codificada quando vejo uma.",69221,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"in, ag",978,0.332697321230414,0.5150590768551236,0.9861359,0.6846244931221008,48.0
en_pt_br,"And if we can translate that into our built environment, then there's some exciting potential for the way that we build things.","E se pudermos traduzi-los em nosso ambiente de construção, teremos um potencial interessante para o modo como nós construímos.","E se podemos traduzir isso para nossa construção ambiental, então há um potencial emocionante para a maneira como construímos coisas.",30147,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wt, wl",980,0.0326701482995972,0.3785593983784419,0.9699038,0.8499924540519714,73.68421052631578
en_pt_br,These people who went through the process and touched the snake ended up having less anxiety about other things in their lives.,"essas pessoas que passavam pelo processo e tocavam na cobra acabavam por ter menos ansiedade sobre outras coisas em suas vidas. Elas tentaram muito, perseveraram,",Essas pessoas que passaram pelo processo e tocaram a cobra terminaram tendo menos ansiedade sobre outras coisas da vida.,64895,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"co, wt",985,0.1848197037309732,0.502982442977191,0.97960716,0.8697123527526855,52.0
en_pt_br,"And you can see at the top of the screen, there's a centipede scrolling across your computer when you get infected by this one.","Vocês podem ver no alto da tela, uma centopéia andando pelo computador quando vocês são infectados por ela.","E você pode ver na parte superior da tela, um centipede scrollando pela sua computador quando você ficar infectado por este.",26844,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),"in, ag, an",986,0.0579699410345546,0.4979033505679275,0.9728069,0.7204208970069885,83.33333333333334
en_pt_br,"It's this combination of liquid metal, molten salt and high temperature that allows us to send high current through this thing.","É está combinação de metal líquido, sal derretido e alta temperatura que nos permite mandar alta corrente por esta coisa.","É este combinação de metal líquido, sal fundida e alta temperatura que nos permite enviar alto curso através dessa coisa.",58656,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),"ag, in, wl",994,0.4608662469973654,0.6599999999999999,0.9659508,0.8085697293281555,35.0
en_pt_br,There are going to be times when someone makes one expression while masking another that just kind of leaks through in a flash.,em que alguém faz uma expressão enquanto esconde outra que vaza por um instante.,"Haverá tempos em que alguém fará uma expressão enquanto oculta outra que simplesmente ""transpira"" por um instante, numa rápida vislumbres.",35094,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ie, ag",995,0.0997022299454445,0.7274196366177499,0.94778836,0.6570951342582703,71.42857142857143
en_pt_br,And I am here to tell you that the women of GirlTrek are walking through the streets with a light that cannot be extinguished.,Estou aqui para dizer que as mulheres da GirlTrek estão caminhando pelas ruas com uma luz que não pode ser extinta.,"Sim, eu estou aqui para te dizer que as mulheres de GirlTrek estão caminhando pelas ruas com uma luz que não pode ser apagada.",65055,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(2),ad,1010,0.555639891607942,0.8892857142857141,0.9899199,0.8826313614845276,23.809523809523807
en_pt_br,"I'd like to take you on a journey into the sea, looking at it from the perspective of its smallest inhabitants: the microbes.","Eu gostaria de levá-los em uma jornada pelo mar, olhando pela perspectiva de seus menores habitantes: os micróbios.","Gostaria de levar você em uma jornada ao mar, olhando para ela a partir da perspectiva das suas mais pequenas inhabitantes: as microbias.",65421,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"ag, in",1017,0.0687162400491969,0.5027454780361756,0.9498265,0.8626943230628967,88.88888888888889
en_pt_br,"They produce six different types of silk, which is spun together into a fiber, tougher than any fiber humans have ever made.","Elas produzem seis deferentes tipos de seda, que são fiadas juntas em uma fibra, mais resistente do que qualquer fibra que já tenha sido produzida pelo homem.","Eles produzem seis tipos diferentes de seda, que são misturados juntos em um fio, mais forte do que qualquer fio que os seres humanos tenham já feito.",10117,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl,1053,0.2016726299406263,0.5246251441753171,0.98633796,0.8768963813781738,55.55555555555556
en_pt_br,"So this is a case of actually adapting something, or maybe stealing something, and then turning it into a musical notation.","Então esse é um caso de adaptar alguma coisa ou talvez de roubar alguma coisa, e transformá-la em uma notação musical.","Então, este é um caso de realmente adaptar algo, ou talvez roubar algo, e então torná-lo em uma notação musical.",73787,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc,1055,0.3033668865762665,0.6493506493506493,0.9724179,0.8865699768066406,47.61904761904761
en_pt_br,"This goes into the more sophisticated part of our process, and the really hard work, multi-step separation process begins.","Isso vai para a parte mais sofisticada de nosso processo, e a parte realmente difícil, o processo de separação em etapas, começa.",Essa é a parte mais sofisticada do nosso processo e começa a separação multiss passos.,33823,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"om, in",1073,0.1134007585014954,0.2747107438016529,0.97141856,0.7140522599220276,68.18181818181817
en_pt_br,"But the under-underdog hangs tough, and 22 miles into a 26-mile race, there is Derartu Tulu, up there with the lead pack.","Mas a ""sub-azarão"" aguenta firme. E depois de 35 km dos quase 42 km, lá está Derartu Tulu junto com a linha de frente.","Mas o underdog desvalorizado resiste, e a 22 milhas do começo de uma corrida de 26 milhas, há Derartu Tulu ali com o grupo de liderança.",9420,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"un, an, wl",1090,0.0199336735680144,0.2368196067255628,0.91677654,0.6262279748916626,83.33333333333334
en_pt_br,And you might think that that was incredibly stupid of our ancestors to be plugging things into a light socket like this.,E podemos pensar que era muita estupidez de nossos ancestrais ligar coisas a bocais assim.,"Seguinte, você poderá pensar que isso era incredibilmente estúpido dos nossos ancestros serem conectados coletivamente à tomada elétrica da seguinte forma.",7154,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"ad, in, gr, ad",1091,0.0220238149465866,0.222754491017964,0.9466491,0.5970861315727234,113.33333333333331
