lang_pair,source,reference,llama2:7b,inner_id,produced_from,spatial_sense,error_type,bleu_score,meteor_score,bert_score,comet_score,ter_score
en_pt_br,And that was brought into force to try and deal with the mountain of stuff that is just being made and then living for a while in our homes and then going to landfill.,E foi iniciada para tentar lidar com a montanha de coisas que estão sendo feitas e que vivem por um tempo em nossas casas e então são descartadas.,"Este foi implementado para tentar lidar com o monte de coisas que está sendo produzido e, depois, viver por um tempo em nossos lares e depois ir para lixo.",7345,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"an, co",0.1962432651716911,0.4794155290102389,0.9525619,0.7015140056610107,53.57142857142857
en_pt_br,"We brought a musician into the scanner, same way, had them memorize this melody then had another musician out in the control room trading back and forth interactively.",Agora o que fizemos foi levar um músico ao scanner – do mesmo jeito – fazê-lo memorizar essa melodia e dispor de outro músico fora da sala de experimento revezando interativamente.,"Nós trouxemos um músico ao escâner, o mesmo modo, tiveram de memorizar este melodia e ainda havia outro músico fora no controle de tráfego trocando back and forth interativamente.",6518,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"ie, lt, wl, un",0.0675787874524475,0.418125,0.9704507,0.6764535307884216,70.96774193548387
en_pt_br,"So now what we do is take a genome, we make maybe 50 copies of it, we cut all those copies up into little 50-base reads, and then we sequence them, massively parallel.","O que fazemos agora é pegar um genoma, fazemos talvez 50 cópias dele, cortamos essas cópias em trechos de até 50 bases, e os sequenciamos intensamente em paralelo.","O que agora fazemos é tomar um genoma, e fazer cerca de 50 cópias dela, cortamos todos esses copias em pequenas sequências de 50 bases, e então sequenciamos-las, em massa paralela.",31286,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wo, ag, gr, co",0.1357436300313673,0.4277391975308641,0.98415434,0.8192660212516785,64.28571428571429
en_pt_br,"It's basically a pusher, so the propellant system and the thrusters are integrated into the capsule, and so if it detects a rocket problem, it pushes the capsule away.","É basicamente um propulsor. O sistema de propulsão e os propulsores estão integrados à cápsula, e, ao detectar um problema no foguete, ele empurra a cápsula para fora.","É basicamente um impulsor, portanto o sistema de propulsão e os pequenos motores são integrados na cápsula, e se ela detectar um problema com o foguete, ele empurra a cápsula fora.",67032,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, ad, an",0.3515787253565496,0.7209397590361445,0.98458546,0.8527783751487732,42.85714285714285
en_pt_br,"I always begin with the pulse, then I examine the hands, then I look at the nail beds, then I slide my hand up to the epitrochlear node, and I was into my ritual.","Sempre começo com o pulso, então examino as mãos, então olho as unhas, então deslizo a mão pelos nódulos do cotovelo, e eu estava no meu ritual.","O meu ritual é sempre o mesmo. Começo com a arteria carotídea, depois analizo as mãos, depois procuro os bordões dos unguais, e continuo meio caminho até a epitróquio, onde fico até que eu completo minha tarefa.",32419,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, ad",0.0370814414767151,0.3701690379368382,0.97240627,0.6343125104904175,111.11111111111111
en_pt_br,"We need to connect the information always with the action, and then that action feeds back into different information, and it creates, of course, a feedback loop.","Nós precisamos conectar a informação sempre com a ação, e aí essa ação dá um feedback uma informação diferente, e isso cria, obviamente, um ciclo de feedback.","Nós precisamos sempre conectar o informações com as ações, e então essa ação alimenta-se em diferentes informações, e isso criar uma círculo de retroalimentação.",8546,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ag, ie",0.0539781904335381,0.4190146646894052,0.9749276,0.7857925891876221,62.96296296296296
en_pt_br,"The reason we did this is to create the ultimate memory machine, where you can go back and interactively fly around and then breathe video-life into this system.","Nós fizemos isso para criar a máquina de memória definitiva, onde você pode voltar no tempo e interagir e então aspirar a vida do vídeo neste sistema.","A razão pela qual nós fizemos isso foi para criar o máquina de memória ultimamente, onde você pode ir e interativamente voar em redor e depois respirar vida video em este sistema.",13252,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ag, wc, ie, lt, cn",0.1362877035802443,0.5720338983050848,0.98459196,0.7032303810119629,66.66666666666666
en_pt_br,"The choreographer, Toby Sedgwick, invented a beautiful sequence where the baby horse, which was made out of sticks and bits of twigs, grew up into the big horse.","O coreógrafo, Toby Sedgwick, inventou uma linda sequência onde o potrinho, que era feito de varas e pedaços de galhos cresceu e se tornou o grande cavalo.","O coreógrafo Toby Sedgwick criou uma bela sequência em que o bebê cavalinho, feito de palitos e pedaços de folhas, cresceu para se tornar um grande cavalo.",15183,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"co, lt, wl, ad, wt",0.0781272905163109,0.510720064724919,0.9824717,0.8617833256721497,48.14814814814815
en_pt_br,"Local communities on the East Coast would get together and whole teams of 10, 20 people would caravan across the United States, and they would form companies.","Pequenas comunidades do Leste se uniriam em equipes de 10 ou 20 pessoas e atravessariam do país, e formariam empresas.","As comunidades locais no litoral do Leste dos Estados Unidos se juntam e equipes de 10 ou 20 pessoas caravaneiam através dos Estados Unidos inteiros, formando empresas.",7038,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),"co, wt, sp, ad",0.2131221285888027,0.5894273127753304,0.9582172,0.7723183035850525,80.0
en_pt_br,"We decided to instrument not only the car, but also the race car driver, to try to get a glimpse into what was going on in their head as they were doing this.","Decidimos instrumentalizar não apenas o carro, mas também o motorista, para tentar um vislumbre sobre o que estava acontecendo em suas mentes enquanto eles estavam fazendo isso.","Nós decidimos instrumentar não apenas o carro, mas também o piloto da corrida para tentar conseguir um olhar dentro de seus pensamentos enquanto eles estavam fazendo isso.",71378,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, wt, co",0.4054353460740841,0.5503943185102605,0.9841193,0.8271734118461609,51.85185185185185
en_pt_br,"In the fourth act, with our hubris, our overconfidence developing, we invaded Iraq and Afghanistan, and in the fifth act, we plunged into a humiliating mess.","No quarto ato, com nossa arrogância e nosso excesso de confiança crescendo, invadimos o Iraque e o Afeganistão. E no quinto ato, nos metemos numa humilhante confusão.","Na quarta atuação, com a nossa vanidade, nossa overconfidence crescendo, invadimos o Iraque e Afeganistão, e na quinta atuação, entrámos em uma confusão humilhante.",27280,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"wl, un, gr",0.1883183808082549,0.2799440950384346,0.97064596,0.8368811011314392,74.07407407407408
en_pt_br,"But you can see here, the bottles that were supposedly being thrown at police were turned into bricks by the time they reached this edition of the newspaper.","Mas vocês podem ver aqui, as garrafas que supostamente foram jogadas contra a polícia se transformaram em tijolos no momento em que chegaram a essa edição do jornal.","O que eu vi aqui eram latas que foram supostamente jogadas aos policiais, mas eles transformaram-se em pedras quando chegaram ao jornal desta edição.",34309,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ag, wl",0.0115949176159423,0.2195945945945946,0.97761416,0.7605189085006714,82.14285714285714
en_pt_br,"That is, through various gimmicks and things, a so-called balanced budget had led him to have 25 billion missing out of the 76 billion in proposed spending.","Ou seja, através de diversos artifícios e coisas, um assim chamado orçamento equilibrado o levou a ter 25 bilhões faltando do total de 76 bilhões em gastos propostos.","Ele possui uma impressão de que ele conseguiu manter um orçamento equilibrado através de vários truques e coisas, mas isso só foi feito com 25 bilhões a menos dos 76 bilhões em gastos propostos.",12580,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),ad,0.2090499608387981,0.5592050301191576,0.97003114,0.806401789188385,78.57142857142857
en_pt_br,"In fact, it's water's ability to adapt and change and remain flexible that made it so enduring through the ages, despite all the changes in the environment.","A bem da verdade, é a sua capacidade de adaptação, mudança e flexibilidade que a tornou duradora através dos anos, apesar de todas as mudanças no ambiente.","Fato é que a capacidade de adaptação e mudança do água e manter-se flexível fez com que ela se tornasse tão duradoura ao longo dos anos, mesmo em face das mudanças no ambiente.",14460,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"lt, co",0.139800134566647,0.4267640326433121,0.9686262,0.7019397616386414,92.5925925925926
en_pt_br,I've gotten into some trouble in Silicon Valley for saying that the patient in the bed has almost become an icon for the real patient who's in the computer.,Tive alguns problemas no Vale do Silicio por dizer que o paciente na cama tinha se tornado um ícone porque o paciente real é o que está no computador.,Eu tenho me envolvido em algumas dificuldades na Silicon Valley por ter dito que o paciente no leito está quase tornando-se uma icona para a real doente que está no computador..,32372,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"un, ha, an",0.1175880679990699,0.3135347682119205,0.9575354,0.6995754837989807,82.75862068965517
en_pt_br,"So what they're doing, let's see, something like that, so what they're doing is grasping aspects of that movement and they're generating it into a phrase.","Então o que eles estão fazendo, vamos ver, algo assim, então o que eles estão fazendo é absorver os aspectos daquele movimento e o transformando numa frase.","O que eles estão fazendo, vamos ver, algo do gênero disso, o que eles estão fazendo é agarrarem aspectos de essa movimentação e gerando-o em um termo.",73876,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ad, co, cn",0.424202567251301,0.6245161290322581,0.98023784,0.7295164465904236,48.14814814814815
en_pt_br,"And you know, for a few hundred bucks you can get these things and put them into your computer, and you can do fantastic things with these graphics cards.","E por algumas centenas de dólares vocês compram essas coisas e colocam no seu computador, e podem fazer coisas fantásticas com esses cartões gráficos.","E e vê que, por pouco mais de um milhar de dólares, você pode comprar essas coisas e colocá-las em seu computador, e fazer fantásticas coisas com estes gráficos de vídeo.",8075,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"om, ad, wl, an",0.1249187519882782,0.5431066134287943,0.9741615,0.8178247809410095,83.33333333333334
en_pt_br,"And this bone is peppered, as you can see, with the light shining through the skull with cavities, the sinuses, which warm and moisten the air we breathe.","E, este osso é salpicado, como vocês podem ver através da transiluminação do crânio, por cavidades, seios, que aquecem e umidificam o ar que inspiramos.","Este ossículo é pepardado, como você pode ver, com a luz brilhando através da calota, com cavidades, os sinúsculos, que aquecem e humidificam o ar que respiramos.",11312,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"wl, ha, ie",0.1448218930239774,0.5717948717948718,0.98306906,0.6639838814735413,72.0
en_pt_br,I fell through my apartment door and crawled to the bathroom where I found my problem: I had forgotten to mix in the most important part of my medicine.,Caí pela porta do apartamento e rastejei até o banheiro onde descobri meu problema: eu tinha esquecido de misturar a parte mais importante do meu medicamento.,Fui através da porta de minha casa e calei ao banheiro onde descobri meu problema: eu havia esquecido de misturar o ingrediente mais importante do meu medicamento..,7779,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),"sp, ha, ad",0.3782148636553261,0.6287069988137606,0.9852034,0.8279250264167786,50.0
en_pt_br,"I was drawn by their sense of personal conviction and their life of service, and opted for baptism into the Christian faith as my 10th birthday present.","Fui atraída pela convicção pessoal e pela dedicação dessas pessoas, e escolhi ser batizada na fé cristã como presente de aniversário de dez anos.","Foi atraído por sua sentença pessoal e vida de serviço, e escolhi batismo no Cristianismo como presente de aniversário de décimo nono.",30962,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, co, ad, lt",0.2039664362644367,0.4161060926388621,0.92182136,0.7278326153755188,66.66666666666666
en_pt_br,"But in a world where energy is freed and transmittable easily and cheaply, we can take any water wherever we are and turn it into whatever we need.","Mas em um mundo onde a energia é liberada e transmissível fácil e barata, nós podemos obter água onde quer que estejamos e transformá-la no que quer que precisemos.","E, mas em um mundo onde a energia é libertada e transmitevelmente e barato, podemos pegar qualquer água onde está e converter-la em quê nos serve.",35506,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"gr, ha, ag, wt, co, wl",0.2299482955331765,0.4771828517503258,0.98176837,0.704018771648407,58.620689655172406
en_pt_br,"So here we are flying through a day in our home as we move from sunlit morning through incandescent evening and, finally, lights out for the day.","Aqui estamos sobrevoando um dia em nossa casa à medida em que passamos de uma manhã de sol a uma noite incandescente e, finalmente, luzes apagadas.","Aqui nós estamos voando através de um dia em casa enquanto movemos-nos do sol claro da manhã para o incandescente da tarde e, por fim, desliguemos a luz da noite.",13208,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ie, co, wt",0.0470190221232525,0.3619260204081633,0.9834695,0.6871153712272644,92.3076923076923
en_pt_br,"That turns out to be a big deal because now you can take, not just mouse cells, but you can human skin cells and turn them into human stem cells.","Isso passa a ser uma grande coisa porque agora podemos pegar, não apenas células de rato, mas células da pele humana e transformá-las em células-tronco humanas.","Que isso é um grande acontecimento porque agora você pode fazer com que não somente as células de rato, mas também os tecidos da pele do ser humano sejam transformados em células-tronco humanas.",67822,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ad,0.203615445047051,0.5559726393059727,0.9709069,0.8459339737892151,76.92307692307693
en_pt_br,"But it's sublinear, and what that translates into is that, if you double the size of the organism, you actually only need 75 percent more energy.","Mas é sublinear, e significa que, se duplicarmos o tamanho do organismo, na verdade só precisaremos de mais 75% de energia.","No é linear e o que isso se traduz em é que, se dou do tamanho de uma organização, eu só preciso 75% mais energia.",27514,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ha, wl, ie, co, gr",0.057885755801795,0.4800380228136883,0.97676784,0.5872249007225037,90.47619047619048
en_pt_br,"So that night, I packed all my things in a bag, and I walked into my father's room and told him, ""Tomorrow morning, the bus is going to come in.","Naquela noite, fiz minha mala, entrei no quarto do meu pai e disse: ""Amanhã cedo o ônibus vai passar.","A noite seguinte, coloquei tudo em um saco e fui até a sala de meu pai e lhe disse ""Manhã de amanhã, o ônibus vem.",11977,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"ha, wl, ie",0.0490518283258345,0.3864795918367347,0.9873018,0.8046706318855286,110.5263157894737
en_pt_br,And the business organizations thought we were onto something in terms of a way of preparing children much better for real-life work today.,E as organizações empresariais acharam que tínhamos algo interessante em termos de um preparo muito melhor das crianças para trabalhos da vida real dos dias de hoje.,E as organizações de negócios achavam que estávamos à frente em termos de uma maneira de preparar os crianças muito melhor para trabalhar na vida real hoje.,32495,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),"ie, lt",0.0821680946630611,0.5205775669642857,0.98683757,0.8500844836235046,59.25925925925925
en_pt_br,You can always fool yourself into seeing a decline if you compare bleeding headlines of the present with rose-tinted images of the past.,Você sempre pode enganar a si mesmo e ver um declínio se comparar as manchetes sangrentas dos dias atuais com as lembranças cor-de-rosa do passado.,Você pode sempre enganar-se em ver uma decadência se comparar os títulos de jornal sangrando do presente com imagens rosa-tintadas do passado...,73959,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"an, wl, wc, lt",0.0266269282571047,0.2894941634241245,0.96910876,0.7465196251869202,76.0
en_pt_br,"And we systematically field tested, because in the field testing we learned some important lessons, and we went through many iterations.","E nós fizemos testes de campo sistemáticos porque no teste de campo nós aprendemos algumas lições importantes, e nós repetimos eles muitas vezes.",E efetuamos testes de campo sistematicamente porque na fase do teste de campo aprendemos algumas lições importantes e passamos por muitas iterações.,72472,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),lt,0.1932847692766052,0.5589605734767026,0.94418,0.8604860901832581,52.17391304347826
en_pt_br,"And they didn't seem like they were visibly upset or in shock, and so I walked into the building, right into our workroom, and I cried.","E não pareciam visivelmente transtornadas ou em choque. Então entrei no prédio, na nossa sala de trabalho, e chorei.","Eles não pareciam chocados ou espantados, e eu sai do edifício, direto para a nossa sala de trabalho, e então chorei.",74447,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"om, ad",0.2400433567170857,0.5657327586206896,0.98280525,0.8483040928840637,68.42105263157895
en_pt_br,"LEGO has essentially taken the concrete block, the building block of the world, and made it into the building block of our imagination.","LEGO, basicamente, pegou o bloco de concreto, o bloco construtor do mundo, e transformou-o no bloco construtor de nossa imaginação.","LEGO tornou-se a bloco de construção do mundo concreto, o bloco de construção da nossa imaginação.",59080,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"om, ag",0.1798456261978012,0.4132271653639175,0.9747289,0.7211704850196838,65.0
en_pt_br,"When you meet them, they lock into you, they look you in the eye, they invade your personal space, they massage the back of your head.","Quando você os encontra, eles se focam em você, eles olham nos seus olhos, eles invadem seu espaço pessoal, eles massageiam a sua nuca.","Cuando os encontro, eles se abalam sobre você, eles apertam o olho e invadem seu espaço pessoal, eles massagem no lado posterior da cabeça..",13434,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ag, ie, om, ad, wc, lt",0.2468853309520051,0.4796616685890042,0.97480285,0.6622689366340637,66.66666666666666
en_pt_br,"But citizen journalism and this technology has inserted a new layer of accountability into our world, and I think that's a good thing.",Mas o jornalismo cidadão e essa tecnologia têm inserido uma nova camada de responsabilidade em nosso mundo. Acho que isso é bom.,"Cidadania jornalística e este tecnologia inseriu um novo nível de contabilidade na nossa vida, e eu acho que é uma coisa boa.",34453,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wc, ag, wl",0.0128715025386149,0.2216796875,0.97160244,0.7655349373817444,90.9090909090909
en_pt_br,"Now in the old days, that meant getting out a volume and browsing through it alphabetically, maybe getting sidetracked, that was fun.","Nos velhos tempos, isso significava pegar um livro e ir pesquisando em ordem alfabética, talvez se distraindo, isso era legal.","Já na idade velha, isso significava sair um volume e buscar por ele alfabeticamente, talvez ser distraído, essa era divertida.",70055,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"wl, wo, ie, gr, ag",0.0585645823327536,0.2647916666666667,0.96931285,0.6560621857643127,75.0
en_pt_br,"Now the data is sent to the server in real time, and a heat map is plotted, taking into account all the active devices on the ground.","Os dados são enviados em tempo real e um mapa de calor é impresso, levando em conta todos os dispositivos ativos no chão.","Agora, o dado é enviado para o servidor em tempo real e um gráfico de calor é plotado, tomando em consideração todos os dispositivos ativos na terra.",11536,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, ie",0.2465422223179694,0.6319288961259245,0.9843549,0.8708618879318237,60.86956521739131
en_pt_br,"So when you go home and you walk through your front door, take a second and ask yourselves, ""Could I do with a little life editing?","Então quando forem para casa e cruzarem a porta da frente, parem um tempo e se perguntem: ""Será que eu poderia editar um pouco a minha vida?","Quando você chegar em casa e passar pela porta de entrada, não demore muito tempo para perguntar-se, ""Posso ser um pouco mais organizado?"".",33604,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"om, ad, an",0.0227160528277135,0.2229794998390039,0.9747975,0.7126221060752869,81.48148148148148
en_pt_br,"And they come in and they go through the process, our process, they build confidence and now they think of themselves differently.","Elas vêm e vão ao longo do processo, nosso processo, constróem confiança e agora pensam sobre elas mesmas de maneira diferente.","Eles chegam e passam por nosso processo, nossos processos, eles ganham confiança e agora se vêem diferentes.",64902,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"gr, ag, id",0.0726269777253178,0.4060442639025073,0.9134091,0.7409195899963379,76.19047619047619
en_pt_br,"As an accomplished computer user, what Dimitry did was to transfer the gangster capitalism of his hometown onto the Worldwide Web.","Como um hábil usuário de computadores, o que Dimitri fez foi transferir o capital de gangsters de sua cidade natal para a web no mundo inteiro.","A um profissional tradutor. Traduzir o seguinte texto para Português: Como um usuário competente de computador, Dimitry transferiu a capitalismo do gangster de sua cidade natal no Mundo da Internet..
 (As an accomplished computer user, what Dimitry did was to transfer the gangster capitalism of his hometown onto the Worldwide Web)",31140,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),"gr, ag, an",0.0575892091046943,0.5090725806451614,0.8918289,0.5919956564903259,165.3846153846154
en_pt_br,"All of our feelings of security about those diseases come from models given to us, really, by science filtered through the media.",Todas as nossas sensações de segurança a respeito dessas doenças surgem de modelos que certamente nos são dados pela ciência filtrada pela mídia.,"Todas as nossas sensações de segurança sobre esses doenças vieram de modelos fornecidos a nós, verdadeiramente, por ciência filtrada através da mídia.",18777,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ag, lt",0.257943373462173,0.5580489457193665,0.9769437,0.8682296276092529,52.17391304347826
en_pt_br,"And as we have watched women conquer breast cancer through the breast cancer campaign, this is what we need to do now with heart.",E na medida em que assistimos as mulheres combatendo o câncer de mama através das campanhas de combate ao câncer de mama isto é o que precisamos fazer agora em relação ao coração,"E como vimos as mulheres conquistarem o câncer de mama através da campanha contra o câncer de mama, é o que precisamos fazer agora com o coração.",57749,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"lt, om",0.3056697509547744,0.562461656441718,0.9639587,0.7911478281021118,51.51515151515152
en_pt_br,"And they do it secretly through misinformation and ambiguities and irrelevancies, trying to cause everyone to think more deeply.","E ele faz isso em segredo através de informações incorretas e ambiguidades e irrelevâncias, tentando fazer com que todos pensem mais.","Eles o fazem secretamente através de desinformação e ambigüidades e irrelevâncias, tentando fazer pensar mais profundamente a todos.",18009,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc,0.1986589139569296,0.4761686245717081,0.9725729,0.8187876343727112,66.66666666666666
en_pt_br,"I was visiting a cousin of mine in an old age home, and I spied a very shaky old man making his way across the room on a walker.","Visitava um primo meu em um retiro para idosos, e espiei um velho bem trêmulo atravessando a sala em um andador.","Eu estava visitando um primo meu em uma casa de idosos antiga, e eu vi um velho muito tremulante andava pela sala com um leitor para caminhar.",63498,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),"wl, gr, wt",0.1228888705542489,0.4254839033196268,0.98638475,0.672529399394989,85.71428571428571
en_pt_br,"And no, I don't know how it works into the whole puzzling scheme of things, but obviously I know a coded message when I see one.","E não, eu não sei como funciona no grande e estarrecedor esquema das coisas, mas obviamente, eu reconheço uma mensagem codificada quando eu vejo uma.","O que me surpreende não é que você diga que não sabe como funciona o todo esse enigma, mas sim porque posso identificar um código quando vejo.",69221,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ad, gr, om",0.0157405146943657,0.2083606557377049,0.9650061,0.7070816159248352,152.0
en_pt_br,"And if we can translate that into our built environment, then there's some exciting potential for the way that we build things.","E se pudermos traduzi-los em nosso ambiente de construção, teremos um potencial interessante para o modo como nós construímos.","E se pudermos traduzir esse texto para a nossa arquitetura, então há algum potencial interessante sobre como construímos coisas.",30147,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ad, wl",0.0676022988457173,0.3945238095238095,0.9564493,0.8663530349731445,73.68421052631578
en_pt_br,These people who went through the process and touched the snake ended up having less anxiety about other things in their lives.,"essas pessoas que passavam pelo processo e tocavam na cobra acabavam por ter menos ansiedade sobre outras coisas em suas vidas. Elas tentaram muito, perseveraram,",Os seres humanos que passaram pelo processo e tocaram a cobra acabaram tendo menos ansiedade em outros aspectos de suas vidas.,64895,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),wl,0.0677326127539116,0.3688845991433914,0.97102505,0.8235909342765808,68.0
en_pt_br,"And you can see at the top of the screen, there's a centipede scrolling across your computer when you get infected by this one.","Vocês podem ver no alto da tela, uma centopéia andando pelo computador quando vocês são infectados por ela.",E e você pode ver no topo da tela uma centopeia escorridora em seu computador quando está infectado por este um.,26844,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),"gr, an",0.0352155558674671,0.4743883479257017,0.9744715,0.6690581440925598,83.33333333333334
en_pt_br,"It's this combination of liquid metal, molten salt and high temperature that allows us to send high current through this thing.","É está combinação de metal líquido, sal derretido e alta temperatura que nos permite mandar alta corrente por esta coisa.","Este é um combinado de metal líquido, sal fundida e alta temperatura que permite-nos enviar alto corrente através disso.",58656,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),"gr, ha, ag",0.2855261946620518,0.4935629122272957,0.9743877,0.8192904591560364,55.00000000000001
en_pt_br,There are going to be times when someone makes one expression while masking another that just kind of leaks through in a flash.,em que alguém faz uma expressão enquanto esconde outra que vaza por um instante.,"Aos poucos, alguém vai fazer uma expressão e desculpe-se com um outro que simplesmente escapa em uma rápida luz.",35094,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ad, ha, ie",0.0264213899549744,0.2243589743589744,0.9299334,0.448228508234024,107.14285714285714
en_pt_br,And I am here to tell you that the women of GirlTrek are walking through the streets with a light that cannot be extinguished.,Estou aqui para dizer que as mulheres da GirlTrek estão caminhando pelas ruas com uma luz que não pode ser extinta.,E eu estou aqui para dizer-lhe que as mulheres de GirlTrek caminham pelos arredores com um lume inextinguível.,65055,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(2),wl,0.0450122455136684,0.3633771929824561,0.9399679,0.5276379585266113,104.76190476190476
en_pt_br,"I'd like to take you on a journey into the sea, looking at it from the perspective of its smallest inhabitants: the microbes.","Eu gostaria de levá-los em uma jornada pelo mar, olhando pela perspectiva de seus menores habitantes: os micróbios.","Quero levar-te numa viagem ao mar, observando-o da perspectiva dos seus organismos mais pequenos: os microrganismos.",65421,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"co, wl",0.0315259402251903,0.2752158555729984,0.9596884,0.892181396484375,83.33333333333334
en_pt_br,"They produce six different types of silk, which is spun together into a fiber, tougher than any fiber humans have ever made.","Elas produzem seis deferentes tipos de seda, que são fiadas juntas em uma fibra, mais resistente do que qualquer fibra que já tenha sido produzida pelo homem.","Eles produzem seis tipos de seda, que é espalhada para formar uma fibra mais dura do que qualquer fibra humana já produzida.",10117,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"om, ie, wl",0.2398704714278046,0.4765435585999105,0.9829104,0.8662280440330505,51.85185185185185
en_pt_br,"So this is a case of actually adapting something, or maybe stealing something, and then turning it into a musical notation.","Então esse é um caso de adaptar alguma coisa ou talvez de roubar alguma coisa, e transformá-la em uma notação musical.",Essa é um caso de realmente adaptar algo ou talvez roubar alguma coisa e depois transformá-lo em notação musical.,73787,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ag,0.2181674127123278,0.6106705824767499,0.9832844,0.9027101397514344,47.61904761904761
en_pt_br,"This goes into the more sophisticated part of our process, and the really hard work, multi-step separation process begins.","Isso vai para a parte mais sofisticada de nosso processo, e a parte realmente difícil, o processo de separação em etapas, começa.","Esta entrará na parte mais sofisticada de nosso processo e o trabalho realmente difícil, processo multipasso separado começa.",33823,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),an,0.2568400347985894,0.4507472280250681,0.97529995,0.7825074791908264,54.54545454545454
en_pt_br,"But the under-underdog hangs tough, and 22 miles into a 26-mile race, there is Derartu Tulu, up there with the lead pack.","Mas a ""sub-azarão"" aguenta firme. E depois de 35 km dos quase 42 km, lá está Derartu Tulu junto com a linha de frente.","Aos poucos a sub-subcampeão se mantém forte e, em 22 milhas de uma corrida de 26 milhas, há Derartu Tulu, ali com o grupo de liderança.",9420,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, ag, an, co",0.0186750698433075,0.2006703152178524,0.9381108,0.5312490463256836,91.66666666666666
en_pt_br,And you might think that that was incredibly stupid of our ancestors to be plugging things into a light socket like this.,E podemos pensar que era muita estupidez de nossos ancestrais ligar coisas a bocais assim.,Essa foi uma coisa muito estúpida de nossos ancestrais serem plugados nas fendas dos soquetes deste modo.,7154,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"om, gr, ie, wl",0.0574499069618241,0.2753086419753086,0.9696462,0.5031395554542542,100.0
