lang_pair,source,reference,llama3,inner_id,produced_from,spatial_sense,error_type,bleu_score,meteor_score,bert_score,comet_score,ter_score
en_pt_br,And that was brought into force to try and deal with the mountain of stuff that is just being made and then living for a while in our homes and then going to landfill.,E foi iniciada para tentar lidar com a montanha de coisas que estão sendo feitas e que vivem por um tempo em nossas casas e então são descartadas.,E foi isso que entrou em vigor para lidar com o monte de coisa que simplesmente está sendo feita e vivendo por um tempo em nossas casas e então indo para o aterro sanitário.,7345,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ie,0.2527706361181717,0.6815361279646993,0.958272,0.7036364674568176,64.28571428571429
en_pt_br,"We brought a musician into the scanner, same way, had them memorize this melody then had another musician out in the control room trading back and forth interactively.",Agora o que fizemos foi levar um músico ao scanner – do mesmo jeito – fazê-lo memorizar essa melodia e dispor de outro músico fora da sala de experimento revezando interativamente.,"Nós trouxemos um músico para dentro do scanner, da mesma forma, tiveram eles memorizar essa melodia e então haviam outro músico lá fora na sala de controle trocando de volta e à frente interativamente.",6518,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"po, ag, an",0.1106958763229091,0.4310886345488421,0.9824733,0.7817637920379639,83.87096774193549
en_pt_br,"So now what we do is take a genome, we make maybe 50 copies of it, we cut all those copies up into little 50-base reads, and then we sequence them, massively parallel.","O que fazemos agora é pegar um genoma, fazemos talvez 50 cópias dele, cortamos essas cópias em trechos de até 50 bases, e os sequenciamos intensamente em paralelo.","Agora o que fazemos é levar um genoma, fazer talvez 50 cópias dele, cortar todas essas cópias em pequenos leituras de 50 bases e então sequenciar as mesmas, em paralelo massivo.",31286,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),co,0.2094841271665114,0.6839901530787753,0.97456294,0.8346920013427734,53.57142857142857
en_pt_br,"It's basically a pusher, so the propellant system and the thrusters are integrated into the capsule, and so if it detects a rocket problem, it pushes the capsule away.","É basicamente um propulsor. O sistema de propulsão e os propulsores estão integrados à cápsula, e, ao detectar um problema no foguete, ele empurra a cápsula para fora.","É basicamente um empurrador, então o sistema de propelente e os thrustores estão integrados na cápsula, e assim que detecte um problema de foguete, empurra a cápsula afastada.",67032,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, in, an",0.0917495356418596,0.5997073526087066,0.98063636,0.7202857136726379,46.42857142857143
en_pt_br,"I always begin with the pulse, then I examine the hands, then I look at the nail beds, then I slide my hand up to the epitrochlear node, and I was into my ritual.","Sempre começo com o pulso, então examino as mãos, então olho as unhas, então deslizo a mão pelos nódulos do cotovelo, e eu estava no meu ritual.","Começo sempre com o pulso, em seguida examino as mãos, em seguida olho para as palmares e then sinto meu dedo subindo até ao nó epitroclear, e então mergulho na minha ritual.",32419,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, un, gr, ad",0.164052985649869,0.4732510288065844,0.9790989,0.7023246884346008,77.77777777777779
en_pt_br,"We need to connect the information always with the action, and then that action feeds back into different information, and it creates, of course, a feedback loop.","Nós precisamos conectar a informação sempre com a ação, e aí essa ação dá um feedback uma informação diferente, e isso cria, obviamente, um ciclo de feedback.","Necesitamos conectar a informação sempre com a ação, e então essa ação alimenta diferentes informações, e isso cria, é claro, um-loop de retroalimentação.",8546,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ie, wl",0.3881913717484972,0.6040743670886076,0.9755629,0.8176289200782776,48.14814814814815
en_pt_br,"The reason we did this is to create the ultimate memory machine, where you can go back and interactively fly around and then breathe video-life into this system.","Nós fizemos isso para criar a máquina de memória definitiva, onde você pode voltar no tempo e interagir e então aspirar a vida do vídeo neste sistema.","A razão pela qual fizemos isso foi para criar a máquina de memória definitiva, onde você pode voltar e voar interativamente ao redor, e em seguida insuflar vida vídeo a este sistema..",13252,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"sp, an",0.3620851534930826,0.633445945945946,0.98385787,0.7939350605010986,62.96296296296296
en_pt_br,"The choreographer, Toby Sedgwick, invented a beautiful sequence where the baby horse, which was made out of sticks and bits of twigs, grew up into the big horse.","O coreógrafo, Toby Sedgwick, inventou uma linda sequência onde o potrinho, que era feito de varas e pedaços de galhos cresceu e se tornou o grande cavalo.","O coreógrafo, Toby Sedgwick, inventou uma bela sequência em que o cavalo bebê, feito de varas e ramos, cresceu até se tornar um grande cavalo.",15183,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc,0.3668274530099528,0.499343210855,0.98452497,0.832353413105011,40.74074074074074
en_pt_br,"Local communities on the East Coast would get together and whole teams of 10, 20 people would caravan across the United States, and they would form companies.","Pequenas comunidades do Leste se uniriam em equipes de 10 ou 20 pessoas e atravessariam do país, e formariam empresas.","Comunidades locais na Costa Leste se reuniam e equipes inteiras de 10 a 20 pessoas faziam piqueniques transcontinentais nos EUA, e elas formavam empresas.",7038,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),wl,0.0359604157411963,0.5127324598478444,0.9766559,0.777158796787262,75.0
en_pt_br,"We decided to instrument not only the car, but also the race car driver, to try to get a glimpse into what was going on in their head as they were doing this.","Decidimos instrumentalizar não apenas o carro, mas também o motorista, para tentar um vislumbre sobre o que estava acontecendo em suas mentes enquanto eles estavam fazendo isso.","Traduzimos para não apenas o carro, mas também o piloto de corrida, para tentar obter uma visão do que estava acontecendo na sua cabeça enquanto fazia isso.",71378,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"om, ad, an",0.3337430862067957,0.5625,0.9800345,0.76593416929245,55.55555555555556
en_pt_br,"In the fourth act, with our hubris, our overconfidence developing, we invaded Iraq and Afghanistan, and in the fifth act, we plunged into a humiliating mess.","No quarto ato, com nossa arrogância e nosso excesso de confiança crescendo, invadimos o Iraque e o Afeganistão. E no quinto ato, nos metemos numa humilhante confusão.","No invadimos o Iraque e o Afeganistão no quarto ato, com nossa presunção, nossa superconfiança em desenvolvimento, e mergulhamos em um desastre humilhante no quinto ato.",27280,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"gr, wl, ie",0.3181686905240514,0.6247236840228755,0.9729377,0.7552638649940491,62.96296296296296
en_pt_br,"But you can see here, the bottles that were supposedly being thrown at police were turned into bricks by the time they reached this edition of the newspaper.","Mas vocês podem ver aqui, as garrafas que supostamente foram jogadas contra a polícia se transformaram em tijolos no momento em que chegaram a essa edição do jornal.",Mas aqui você pode ver as garrafas que supostamente estavam sendo jogadas contra a polícia foram transformadas em tijolos até chegar à esta edição do jornal.,34309,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),gr,0.2650081433819101,0.5117658580262459,0.9915059,0.860998809337616,53.57142857142857
en_pt_br,"That is, through various gimmicks and things, a so-called balanced budget had led him to have 25 billion missing out of the 76 billion in proposed spending.","Ou seja, através de diversos artifícios e coisas, um assim chamado orçamento equilibrado o levou a ter 25 bilhões faltando do total de 76 bilhões em gastos propostos.","Isso é graças a vários truques e coisas, um orçamento equilibrado supostamente balanceado o levou a ter 25 bilhões faltando dos 76 bilhões em despesas propostas.",12580,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc,0.3225018423915466,0.5800357904049545,0.98743284,0.8179237246513367,50.0
en_pt_br,"In fact, it's water's ability to adapt and change and remain flexible that made it so enduring through the ages, despite all the changes in the environment.","A bem da verdade, é a sua capacidade de adaptação, mudança e flexibilidade que a tornou duradora através dos anos, apesar de todas as mudanças no ambiente.","De fato, é a capacidade do água de se adaptar e mudar e permanecer flexível que a tornou tão duradoura ao longo dos séculos, apesar de todas as mudanças no ambiente.",14460,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),ag,0.3243067734675572,0.584372483251175,0.9829043,0.7698069214820862,66.66666666666666
en_pt_br,I've gotten into some trouble in Silicon Valley for saying that the patient in the bed has almost become an icon for the real patient who's in the computer.,Tive alguns problemas no Vale do Silicio por dizer que o paciente na cama tinha se tornado um ícone porque o paciente real é o que está no computador.,Eu me meti em alguns problemas na Silicon Valley por ter dito que o paciente na cama quase se tornou um ícone para o verdadeiro paciente que está no computador.,32372,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),un,0.2750180461052481,0.5699837108070053,0.97535104,0.7929101586341858,58.620689655172406
en_pt_br,"So what they're doing, let's see, something like that, so what they're doing is grasping aspects of that movement and they're generating it into a phrase.","Então o que eles estão fazendo, vamos ver, algo assim, então o que eles estão fazendo é absorver os aspectos daquele movimento e o transformando numa frase.","Assim o que estão fazendo, vamos ver, algo parecido, assim o que eles estão fazendo é agarrar aspectos daquele movimento e estão gerando-o em uma frase.",73876,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),co,0.4556127593844693,0.6914799248750466,0.981757,0.8010275959968567,37.03703703703704
en_pt_br,"And you know, for a few hundred bucks you can get these things and put them into your computer, and you can do fantastic things with these graphics cards.","E por algumas centenas de dólares vocês compram essas coisas e colocam no seu computador, e podem fazer coisas fantásticas com esses cartões gráficos.","E você sabe que por alguns centenas de dólares pode comprar essas coisas e colocá-las no seu computador, e você pode fazer coisas fantásticas com essas placas gráficas.",8075,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ag, wl",0.2819751648436498,0.6814509359523211,0.9474878,0.881243884563446,50.0
en_pt_br,"And this bone is peppered, as you can see, with the light shining through the skull with cavities, the sinuses, which warm and moisten the air we breathe.","E, este osso é salpicado, como vocês podem ver através da transiluminação do crânio, por cavidades, seios, que aquecem e umidificam o ar que inspiramos.","E esse osso está temperado, como você pode ver, com a luz passando por través do crânio com cavidades, as sinuses, que aquecem e umidificam o ar que respiramos.",11312,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"ad, po, in",0.2709640533706218,0.6347032955887361,0.9720265,0.7304676175117493,72.0
en_pt_br,I fell through my apartment door and crawled to the bathroom where I found my problem: I had forgotten to mix in the most important part of my medicine.,Caí pela porta do apartamento e rastejei até o banheiro onde descobri meu problema: eu tinha esquecido de misturar a parte mais importante do meu medicamento.,"Eu caí pela porta da minha apartamento e arrastei-me até o banheiro, onde encontrei meu problema: havia esquecido de misturar a parte mais importante do meu medicamento.",7779,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),ag,0.4658499700214999,0.8405055654058313,0.9910129,0.8339897990226746,26.923076923076923
en_pt_br,"I was drawn by their sense of personal conviction and their life of service, and opted for baptism into the Christian faith as my 10th birthday present.","Fui atraída pela convicção pessoal e pela dedicação dessas pessoas, e escolhi ser batizada na fé cristã como presente de aniversário de dez anos.","Eu fui atraído por seu sentido de convicção pessoal e sua vida de serviço, e optei pelo batismo na fé cristã como meu presente de aniversário de 10 anos.",30962,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc,0.2111120730113463,0.5878537735849058,0.97835386,0.8715218305587769,62.5
en_pt_br,"But in a world where energy is freed and transmittable easily and cheaply, we can take any water wherever we are and turn it into whatever we need.","Mas em um mundo onde a energia é liberada e transmissível fácil e barata, nós podemos obter água onde quer que estejamos e transformá-la no que quer que precisemos.","Mas em um mundo onde energia é liberada e transmitida facilmente e barateiramente, podemos transformar qualquer água onde estivermos em o que precisamos.",35506,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"gr, in, om",0.2218294435076556,0.4408023231907894,0.97919655,0.8668176531791687,55.172413793103445
en_pt_br,"So here we are flying through a day in our home as we move from sunlit morning through incandescent evening and, finally, lights out for the day.","Aqui estamos sobrevoando um dia em nossa casa à medida em que passamos de uma manhã de sol a uma noite incandescente e, finalmente, luzes apagadas.","Aqui estamos voando através de um dia em casa enquanto nos movemos da manhã solar até a noite incandescente e, finalmente, apagamos as luzes para o dia.",13208,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ie, co",0.2359919994309518,0.5050595131927846,0.98762834,0.7827475666999817,69.23076923076923
en_pt_br,"That turns out to be a big deal because now you can take, not just mouse cells, but you can human skin cells and turn them into human stem cells.","Isso passa a ser uma grande coisa porque agora podemos pegar, não apenas células de rato, mas células da pele humana e transformá-las em células-tronco humanas.","Isso acaba saindo a ser um grande negócio porque agora você pode levar não apenas células de rato, mas também células da pele humana e transformá-las em células-tronco humanas.",67822,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"an, co",0.5216370789167748,0.7806794934873243,0.98668367,0.8828202486038208,30.76923076923077
en_pt_br,"But it's sublinear, and what that translates into is that, if you double the size of the organism, you actually only need 75 percent more energy.","Mas é sublinear, e significa que, se duplicarmos o tamanho do organismo, na verdade só precisaremos de mais 75% de energia.","Mas é sublinear e isso traduz para que, se você duplicar o tamanho do organismo, precisa de apenas 25 por cento a mais de energia, sim.",27514,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ie, ad",0.222776046060941,0.5808080808080808,0.9825648,0.803416907787323,76.19047619047619
en_pt_br,"So that night, I packed all my things in a bag, and I walked into my father's room and told him, ""Tomorrow morning, the bus is going to come in.","Naquela noite, fiz minha mala, entrei no quarto do meu pai e disse: ""Amanhã cedo o ônibus vai passar.","Assim que noite, eu empacotei todas as minhas coisas em uma sacola e caminhei até a sala do meu pai e disse-lhe: ""Amanhã de manhã, o autocarro vai chegar.",11977,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"an, co, sp, in",0.120414235324718,0.5077551020408162,0.9769931,0.7898395657539368,110.5263157894737
en_pt_br,And the business organizations thought we were onto something in terms of a way of preparing children much better for real-life work today.,E as organizações empresariais acharam que tínhamos algo interessante em termos de um preparo muito melhor das crianças para trabalhos da vida real dos dias de hoje.,E as organizações empresariais pensaram que tínhamos algo em termos de um modo de preparar crianças melhor para o trabalho real de hoje em dia.,32495,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),cc,0.2400260494492687,0.5960431654676259,0.9888051,0.8795167803764343,48.14814814814815
en_pt_br,You can always fool yourself into seeing a decline if you compare bleeding headlines of the present with rose-tinted images of the past.,Você sempre pode enganar a si mesmo e ver um declínio se comparar as manchetes sangrentas dos dias atuais com as lembranças cor-de-rosa do passado.,Você sempre pode enganar a si mesmo ao ver um declínio se comparar manchetes sangrando de presente com imagens rosa-tingidas do passado.,73959,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl,0.4188021703687625,0.6530636974405235,0.9859235,0.7463214993476868,36.0
en_pt_br,"And we systematically field tested, because in the field testing we learned some important lessons, and we went through many iterations.","E nós fizemos testes de campo sistemáticos porque no teste de campo nós aprendemos algumas lições importantes, e nós repetimos eles muitas vezes.","E nós testamos sistematicamente no campo, porque durante o teste de campo aprendemos algumas lições importantes e passamos por muitas iterações.",72472,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),cc,0.1758868749006996,0.5403383316532258,0.9652049,0.8855547904968262,56.52173913043478
en_pt_br,"And they didn't seem like they were visibly upset or in shock, and so I walked into the building, right into our workroom, and I cried.","E não pareciam visivelmente transtornadas ou em choque. Então entrei no prédio, na nossa sala de trabalho, e chorei.","E eles não pareciam visivelmente perturbados ou em choque, então entrei no prédio, direto no nosso quarto de trabalho, e chorei.",74447,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),wl,0.3829301788913944,0.753046509152831,0.98206055,0.9056196808815002,36.84210526315789
en_pt_br,"LEGO has essentially taken the concrete block, the building block of the world, and made it into the building block of our imagination.","LEGO, basicamente, pegou o bloco de concreto, o bloco construtor do mundo, e transformou-o no bloco construtor de nossa imaginação.","O LEGO basicamente tomou o bloco de concreto, o bloco construtor do mundo, e transformou-o no bloco construtor da nossa imaginação.",59080,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),co,0.6933217748934977,0.8335382345709369,0.9942858,0.9422333240509032,25.0
en_pt_br,"When you meet them, they lock into you, they look you in the eye, they invade your personal space, they massage the back of your head.","Quando você os encontra, eles se focam em você, eles olham nos seus olhos, eles invadem seu espaço pessoal, eles massageiam a sua nuca.","Quando você os encontra, eles se conectam em você, olham seus olhos, invadem seu espaço pessoal, massajam a parte de trás da sua cabeça.",13434,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),in,0.4243285041694932,0.7229980051296666,0.97836435,0.8128132224082947,45.83333333333333
en_pt_br,"But citizen journalism and this technology has inserted a new layer of accountability into our world, and I think that's a good thing.",Mas o jornalismo cidadão e essa tecnologia têm inserido uma nova camada de responsabilidade em nosso mundo. Acho que isso é bom.,"Mas o jornalismo cívico e essa tecnologia inseriram um novo nível de responsabilidade no nosso mundo, e eu acho que isso é uma boa coisa.",34453,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl,0.0961509400391929,0.6172839506172839,0.9809912,0.9449827671051024,54.54545454545454
en_pt_br,"Now in the old days, that meant getting out a volume and browsing through it alphabetically, maybe getting sidetracked, that was fun.","Nos velhos tempos, isso significava pegar um livro e ir pesquisando em ordem alfabética, talvez se distraindo, isso era legal.","Agora nos velhos tempos, isso significava tirar um volume da estante e folhear por ele alfabeticamente, talvez se distrair, era divertido.",70055,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),sp,0.2129220827178339,0.503747142010331,0.9748147,0.8130940794944763,65.0
en_pt_br,"Now the data is sent to the server in real time, and a heat map is plotted, taking into account all the active devices on the ground.","Os dados são enviados em tempo real e um mapa de calor é impresso, levando em conta todos os dispositivos ativos no chão.","Agora o dados é enviado para o servidor em tempo real e um mapa de calor é plotado, levando em conta todos os dispositivos ativos no chão.",11536,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ag,0.6208142387916832,0.8635387518708921,0.99028784,0.9056167006492616,34.78260869565217
en_pt_br,"So when you go home and you walk through your front door, take a second and ask yourselves, ""Could I do with a little life editing?","Então quando forem para casa e cruzarem a porta da frente, parem um tempo e se perguntem: ""Será que eu poderia editar um pouco a minha vida?","Quando você irá para casa e passar pela porta da frente, leve um segundo e pergunte a si mesmo: ""Precisaria de um pouco de edição de vida?",33604,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"wt, an",0.1501665010586844,0.5077017524277263,0.97345567,0.7091394066810608,62.96296296296296
en_pt_br,"And they come in and they go through the process, our process, they build confidence and now they think of themselves differently.","Elas vêm e vão ao longo do processo, nosso processo, constróem confiança e agora pensam sobre elas mesmas de maneira diferente.","Eles vêm e passam pelo processo, nosso processo, construem confiança e agora pensam ne si de outra forma.",64902,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc,0.279846726827362,0.5329188824807131,0.9503719,0.7692069411277771,52.38095238095239
en_pt_br,"As an accomplished computer user, what Dimitry did was to transfer the gangster capitalism of his hometown onto the Worldwide Web.","Como um hábil usuário de computadores, o que Dimitri fez foi transferir o capital de gangsters de sua cidade natal para a web no mundo inteiro.","Como um usuário experiente de computador, o que Dimitri fez foi transferir o capitalismo gângster da sua cidade natal para a World Wide Web.",31140,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),wl,0.4086280721531513,0.7040017985611511,0.96943915,0.8654142618179321,42.30769230769231
en_pt_br,"All of our feelings of security about those diseases come from models given to us, really, by science filtered through the media.",Todas as nossas sensações de segurança a respeito dessas doenças surgem de modelos que certamente nos são dados pela ciência filtrada pela mídia.,"Todas as nossas sensações de segurança sobre essas doenças vêm realmente dos modelos dados a nós, filtrados pela ciência através da mídia.",18777,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc,0.2605892927044566,0.4770408163265306,0.9845174,0.9208228588104248,56.52173913043478
en_pt_br,"And as we have watched women conquer breast cancer through the breast cancer campaign, this is what we need to do now with heart.",E na medida em que assistimos as mulheres combatendo o câncer de mama através das campanhas de combate ao câncer de mama isto é o que precisamos fazer agora em relação ao coração,"E como vimos mulheres vencer o câncer de mama através da campanha contra o câncer de mama, é isso que precisamos fazer agora com o coração.",57749,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc,0.2288651202450164,0.5278926060089495,0.9492991,0.8259781002998352,57.57575757575758
en_pt_br,"And they do it secretly through misinformation and ambiguities and irrelevancies, trying to cause everyone to think more deeply.","E ele faz isso em segredo através de informações incorretas e ambiguidades e irrelevâncias, tentando fazer com que todos pensem mais.","Eles fazem isso secretamente através de desinformação e ambiguidades e irrelevâncias, tentando fazer com que todos pensem mais profundamente.",18009,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc,0.5354337051131705,0.736128816851818,0.98324543,0.853688657283783,42.85714285714285
en_pt_br,"I was visiting a cousin of mine in an old age home, and I spied a very shaky old man making his way across the room on a walker.","Visitava um primo meu em um retiro para idosos, e espiei um velho bem trêmulo atravessando a sala em um andador.",Eu estava visitando um parente meu em uma casa de repouso para idosos e espiei um homem muito velho fazendo o seu caminho pela sala usando uma bengala.,63498,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),"om, ad, sp, wl",0.052709619819912,0.3384577671942848,0.98232484,0.7983058094978333,90.47619047619048
en_pt_br,"And no, I don't know how it works into the whole puzzling scheme of things, but obviously I know a coded message when I see one.","E não, eu não sei como funciona no grande e estarrecedor esquema das coisas, mas obviamente, eu reconheço uma mensagem codificada quando eu vejo uma.","E não, não sei como isso se encaixa no todo intrigante dos assuntos, mas obviamente eu conheço um mensagem codificada quando vejo uma..",69221,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),an,0.10029553757809,0.4894381533101046,0.9823893,0.7366663813591003,56.00000000000001
en_pt_br,"And if we can translate that into our built environment, then there's some exciting potential for the way that we build things.","E se pudermos traduzi-los em nosso ambiente de construção, teremos um potencial interessante para o modo como nós construímos.","E se podemos traduzir isso para o nosso ambiente construído, então há algum potencial emocionante pela forma como construirmos as coisas.",30147,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wt,0.0344691331672903,0.3908018867924528,0.97147673,0.8179747462272644,73.68421052631578
en_pt_br,These people who went through the process and touched the snake ended up having less anxiety about other things in their lives.,"essas pessoas que passavam pelo processo e tocavam na cobra acabavam por ter menos ansiedade sobre outras coisas em suas vidas. Elas tentaram muito, perseveraram,",Essas pessoas que passaram pelo processo e tocaram a cobra acabaram tendo menos ansiedade sobre outras coisas da sua vida.,64895,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"sp, an",0.1873952773715435,0.5392755392755392,0.97882754,0.8746233582496643,52.0
en_pt_br,"And you can see at the top of the screen, there's a centipede scrolling across your computer when you get infected by this one.","Vocês podem ver no alto da tela, uma centopéia andando pelo computador quando vocês são infectados por ela.","E você pode ver lá no topo da tela, há um centípede rolando ao longo da sua tela de computador quando é infectado por essa uma.",26844,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),"ws, an",0.0497074547280084,0.4099893162393161,0.9726805,0.6791634559631348,111.11111111111111
en_pt_br,"It's this combination of liquid metal, molten salt and high temperature that allows us to send high current through this thing.","É está combinação de metal líquido, sal derretido e alta temperatura que nos permite mandar alta corrente por esta coisa.","É essa combinação de metal líquido, sal fundido e temperatura alta que permite nos enviar corrente alta através disso.",58656,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),gr,0.2726266264506407,0.6118899828767123,0.9770656,0.9004957675933838,45.0
en_pt_br,There are going to be times when someone makes one expression while masking another that just kind of leaks through in a flash.,em que alguém faz uma expressão enquanto esconde outra que vaza por um instante.,Há momentos em que alguém faz uma expressão enquanto esconde outra que simplesmente sai vazando num relance.,35094,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),ie,0.5241705759002533,0.7167936044941393,0.9862778,0.8604719638824463,50.0
en_pt_br,And I am here to tell you that the women of GirlTrek are walking through the streets with a light that cannot be extinguished.,Estou aqui para dizer que as mulheres da GirlTrek estão caminhando pelas ruas com uma luz que não pode ser extinta.,E eu estou aqui para dizer que as mulheres do GirlTrek estão andando pelas ruas com uma luz que não pode ser apagada.,65055,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(2),cc,0.5592598868912486,0.8518629432756857,0.99165356,0.9006320834159851,23.809523809523807
en_pt_br,"I'd like to take you on a journey into the sea, looking at it from the perspective of its smallest inhabitants: the microbes.","Eu gostaria de levá-los em uma jornada pelo mar, olhando pela perspectiva de seus menores habitantes: os micróbios.","Eu gostaria de levá-lo em uma jornada até o mar, olhando para ele da perspectiva dos seus habitantes menores: os micróbios.",65421,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),co,0.2340292255563973,0.7922535211267605,0.9878749,0.9211812019348145,50.0
en_pt_br,"They produce six different types of silk, which is spun together into a fiber, tougher than any fiber humans have ever made.","Elas produzem seis deferentes tipos de seda, que são fiadas juntas em uma fibra, mais resistente do que qualquer fibra que já tenha sido produzida pelo homem.","Eles produzem seis tipos diferentes de seda, que são tecidas juntas em uma fibra, mais resistente a qualquer fibra que os seres humanos tenham jamais feito.",10117,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"gr, an",0.3778537364433308,0.6117344055438719,0.98818356,0.8871873021125793,44.44444444444444
en_pt_br,"So this is a case of actually adapting something, or maybe stealing something, and then turning it into a musical notation.","Então esse é um caso de adaptar alguma coisa ou talvez de roubar alguma coisa, e transformá-la em uma notação musical.","Assim isso é um caso de adaptar algo de fato ou talvez roubar algo, e então transformá-lo em uma notação musical.",73787,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ad,0.3666340989897011,0.7133293214984201,0.9822601,0.8785876631736755,42.85714285714285
en_pt_br,"This goes into the more sophisticated part of our process, and the really hard work, multi-step separation process begins.","Isso vai para a parte mais sofisticada de nosso processo, e a parte realmente difícil, o processo de separação em etapas, começa.","Este é o ponto mais avançado do nosso processo e começa o trabalho difícil, complexo e em várias etapas da separação.",33823,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl,0.0286124964819073,0.2334630350194552,0.9643263,0.7653791904449463,81.81818181818183
en_pt_br,"But the under-underdog hangs tough, and 22 miles into a 26-mile race, there is Derartu Tulu, up there with the lead pack.","Mas a ""sub-azarão"" aguenta firme. E depois de 35 km dos quase 42 km, lá está Derartu Tulu junto com a linha de frente.","Mas o sub-sub-subunderdog se segura e, à 22 milhas de uma corrida de 26 milhas, há Derartu Tulu lá em cima com a pack de líderes.",9420,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"in, ag, an, un",0.0243379622739906,0.2754345967512111,0.9228747,0.5219634175300598,83.33333333333334
en_pt_br,And you might think that that was incredibly stupid of our ancestors to be plugging things into a light socket like this.,E podemos pensar que era muita estupidez de nossos ancestrais ligar coisas a bocais assim.,E você pode pensar que foi incrivelmente estúpido dos nossos antepassados plugarem coisas em uma tomada de luz como essa.,7154,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"wt, co",0.0264213899549744,0.2906617192331477,0.962531,0.6604672074317932,100.0
en_pt_br,"One day my wife came home from work and summoned the courage, through a lot of tears, to have a very honest conversation.","Um dia minha esposa chegou do trabalho e juntou coragem, em meio a várias lágrimas, para ter uma conversa muito honesta.","Um dia minha esposa chegou em casa do trabalho e reuniu coragem, apesar de muito choro, para ter uma conversa muito franca.",6777,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"om, ad",0.4107267548317981,0.7330567081604428,0.98355883,0.8982741236686707,38.095238095238095
en_pt_br,"They toiled with rolled-up sleeves, with their hands deep in debt, they plowed ahead, growing their dreams into reality.","Eles labutaram de mangas arregaçadas, afundados em dívidas, eles seguiram em frente, tornando seus sonhos realidade.","Eles trabalharam com mangas arroladas, com as mãos profundamente endividadas, eles avançaram, tornando seus sonhos em realidade.",33512,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"in, an",0.1700107809840422,0.5377625760088447,0.9649179,0.7718548774719238,68.75
